% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:02
% Table:              np_outflow_concentraion0 - np_outflow_concentraion (np_outflow_concentraion)
% Q_inject_design        t (s)                    np_outflow_concentraion (mol/(m*s))
0.02                     1537                     2.9243697708386547E-6
0.02                     1538                     2.9244406987809575E-6
0.02                     1539                     2.9245115518937974E-6
0.02                     1540                     2.9245823301771717E-6
0.02                     1541                     2.9246530336310805E-6
0.02                     1542                     2.9247236622555255E-6
0.02                     1543                     2.924794216050508E-6
0.02                     1544                     2.9248646950160243E-6
0.02                     1545                     2.9249350991520764E-6
0.02                     1546                     2.9250054284586626E-6
0.02                     1547                     2.9250756829357853E-6
0.02                     1548                     2.9251458625834442E-6
0.02                     1549                     2.9252159674016376E-6
0.02                     1550                     2.9252859973903675E-6
0.02                     1551                     2.9253559525496328E-6
0.02                     1552                     2.9254258328794325E-6
0.02                     1553                     2.9254956383797687E-6
0.02                     1554                     2.92556536905064E-6
0.02                     1555                     2.9256350248920472E-6
0.02                     1556                     2.92570460590399E-6
0.02                     1557                     2.9257741120864678E-6
0.02                     1558                     2.9258435434394814E-6
0.02                     1559                     2.9259128999630296E-6
0.02                     1560                     2.925982181657114E-6
0.02                     1561                     2.9260513885217326E-6
0.02                     1562                     2.92612052055689E-6
0.02                     1563                     2.926189577762579E-6
0.02                     1564                     2.9262585601388065E-6
0.02                     1565                     2.9263274676855678E-6
0.02                     1566                     2.926396300402865E-6
0.02                     1567                     2.9264650582906987E-6
0.02                     1568                     2.926533741349066E-6
0.02                     1569                     2.926602349577971E-6
0.02                     1570                     2.926670882977411E-6
0.02                     1571                     2.926739341547384E-6
0.02                     1572                     2.926807725287895E-6
0.02                     1573                     2.9268760341989405E-6
0.02                     1574                     2.926944268280523E-6
0.02                     1575                     2.9270124275326384E-6
0.02                     1576                     2.9270805119552914E-6
0.02                     1577                     2.927148521548478E-6
0.02                     1578                     2.927216456312202E-6
0.02                     1579                     2.9272843162464605E-6
0.02                     1580                     2.927352101351255E-6
0.02                     1581                     2.9274198116265843E-6
0.02                     1582                     2.9274874470724495E-6
0.02                     1583                     2.9275550076888518E-6
0.02                     1584                     2.9276224934757868E-6
0.02                     1585                     2.9276899044332588E-6
0.02                     1586                     2.9277572405612653E-6
0.02                     1587                     2.9278245018598075E-6
0.02                     1588                     2.927891688328887E-6
0.02                     1589                     2.9279587999685003E-6
0.02                     1590                     2.928025836778649E-6
0.02                     1591                     2.9280927987593344E-6
0.02                     1592                     2.9281596859105544E-6
0.02                     1593                     2.92822649823231E-6
0.02                     1594                     2.928293235724602E-6
0.02                     1595                     2.9283598983874284E-6
0.02                     1596                     2.9284264862207897E-6
0.02                     1597                     2.928492999224686E-6
0.02                     1598                     2.92855943739912E-6
0.02                     1599                     2.9286258007440894E-6
0.02                     1600                     2.9286920892595936E-6
0.02                     1601                     2.928758302945633E-6
0.02                     1602                     2.9288244418022087E-6
0.02                     1603                     2.928890505829319E-6
0.02                     1604                     2.928956495026966E-6
0.02                     1605                     2.9290224093951465E-6
0.02                     1606                     2.9290882489338633E-6
0.02                     1607                     2.929154013643117E-6
0.02                     1608                     2.929219703522905E-6
0.02                     1609                     2.929285318573229E-6
0.02                     1610                     2.929350858794087E-6
0.02                     1611                     2.929416324185484E-6
0.02                     1612                     2.929481714747412E-6
0.02                     1613                     2.9295470304798783E-6
0.02                     1614                     2.9296122713828792E-6
0.02                     1615                     2.9296774374564155E-6
0.02                     1616                     2.9297425287004876E-6
0.02                     1617                     2.929807545115096E-6
0.02                     1618                     2.929872486700237E-6
0.02                     1619                     2.929937353455916E-6
0.02                     1620                     2.930001569828953E-6
0.02                     1621                     2.9300652430071485E-6
0.02                     1622                     2.9301288252672173E-6
0.02                     1623                     2.9301923166091594E-6
0.02                     1624                     2.930255717032973E-6
0.02                     1625                     2.93031902653866E-6
0.02                     1626                     2.930382245126218E-6
0.02                     1627                     2.930445372795649E-6
0.02                     1628                     2.930508409546954E-6
0.02                     1629                     2.930571355380131E-6
0.02                     1630                     2.930634210295179E-6
0.02                     1631                     2.930696974292101E-6
0.02                     1632                     2.930759647370894E-6
0.02                     1633                     2.930822229531561E-6
0.02                     1634                     2.9308847207740986E-6
0.02                     1635                     2.9309471210985107E-6
0.02                     1636                     2.931009430504793E-6
0.02                     1637                     2.9310716489929495E-6
0.02                     1638                     2.93113377656298E-6
0.02                     1639                     2.9311958132148808E-6
0.02                     1640                     2.931257758948654E-6
0.02                     1641                     2.9313196137642995E-6
0.02                     1642                     2.931381377661818E-6
0.02                     1643                     2.9314430506412095E-6
0.02                     1644                     2.931504632702473E-6
0.02                     1645                     2.93156612384561E-6
0.02                     1646                     2.9316275240706183E-6
0.02                     1647                     2.9316888333774987E-6
0.02                     1648                     2.9317500517662516E-6
0.02                     1649                     2.931811179236878E-6
0.02                     1650                     2.931872215789376E-6
0.02                     1651                     2.931933161423746E-6
0.02                     1652                     2.931994016139991E-6
0.02                     1653                     2.9320547799381057E-6
0.02                     1654                     2.9321154528180945E-6
0.02                     1655                     2.9321760347799553E-6
0.02                     1656                     2.9322365258236886E-6
0.02                     1657                     2.9322969259492936E-6
0.02                     1658                     2.932357235156773E-6
0.02                     1659                     2.9324174534461235E-6
0.02                     1660                     2.9324775808173464E-6
0.02                     1661                     2.9325376172704414E-6
0.02                     1662                     2.93259756280541E-6
0.02                     1663                     2.932657417422251E-6
0.02                     1664                     2.9327171811209646E-6
0.02                     1665                     2.9327768539015496E-6
0.02                     1666                     2.9328364357640074E-6
0.02                     1667                     2.9328959267083382E-6
0.02                     1668                     2.932955326734542E-6
0.02                     1669                     2.933014635842616E-6
0.02                     1670                     2.9330738540325643E-6
0.02                     1671                     2.933132981304384E-6
0.02                     1672                     2.9331920176580776E-6
0.02                     1673                     2.9332509630936425E-6
0.02                     1674                     2.9333098176110804E-6
0.02                     1675                     2.9333685812103907E-6
0.02                     1676                     2.9334272538915744E-6
0.02                     1677                     2.9334858356546293E-6
0.02                     1678                     2.9335443264995563E-6
0.02                     1679                     2.9336027264263567E-6
0.02                     1680                     2.9336610354350295E-6
0.02                     1681                     2.933719253525574E-6
0.02                     1682                     2.9337773806979936E-6
0.02                     1683                     2.9338354169522818E-6
0.02                     1684                     2.9338933622884455E-6
0.02                     1685                     2.93395121670648E-6
0.02                     1686                     2.934008980206388E-6
0.02                     1687                     2.9340666527881664E-6
0.02                     1688                     2.9341242344518197E-6
0.02                     1689                     2.934181725197344E-6
0.02                     1690                     2.934239125024742E-6
0.02                     1691                     2.9342964339340123E-6
0.02                     1692                     2.9343536519251547E-6
0.02                     1693                     2.9344107789981696E-6
0.02                     1694                     2.934467815153058E-6
0.02                     1695                     2.9345247603898173E-6
0.02                     1696                     2.9345816147084497E-6
0.02                     1697                     2.9346383781089538E-6
0.02                     1698                     2.9346950505913316E-6
0.02                     1699                     2.934751632155581E-6
0.02                     1700                     2.9348081228017043E-6
0.02                     1701                     2.9348645225296975E-6
0.02                     1702                     2.9349208313395644E-6
0.02                     1703                     2.9349770492313034E-6
0.02                     1704                     2.935033176204917E-6
0.02                     1705                     2.9350892122604015E-6
0.02                     1706                     2.9351451573977576E-6
0.02                     1707                     2.935201011616988E-6
0.02                     1708                     2.93525677491809E-6
0.02                     1709                     2.9353124473010643E-6
0.02                     1710                     2.9353680287659113E-6
0.02                     1711                     2.9354235193126307E-6
0.02                     1712                     2.9354789189412222E-6
0.02                     1713                     2.9355342276516867E-6
0.02                     1714                     2.9355894454440236E-6
0.02                     1715                     2.9356445723182335E-6
0.02                     1716                     2.9356996082743154E-6
0.02                     1717                     2.9357545533122694E-6
0.02                     1718                     2.935809407432096E-6
0.02                     1719                     2.9358641706337953E-6
0.02                     1720                     2.9359188429173673E-6
0.02                     1721                     2.9359734242828113E-6
0.02                     1722                     2.936027914730128E-6
0.02                     1723                     2.936082314259317E-6
0.02                     1724                     2.9361366228703787E-6
0.02                     1725                     2.9361908405633127E-6
0.02                     1726                     2.936244967338119E-6
0.02                     1727                     2.9362990031947986E-6
0.02                     1728                     2.93635294813335E-6
0.02                     1729                     2.9364068021537736E-6
0.02                     1730                     2.93646056525607E-6
0.02                     1731                     2.936514237440239E-6
0.02                     1732                     2.9365678187062814E-6
0.02                     1733                     2.9366213090541945E-6
0.02                     1734                     2.9366747084839814E-6
0.02                     1735                     2.9367280169956387E-6
0.02                     1736                     2.9367812345891714E-6
0.02                     1737                     2.936834361264575E-6
0.02                     1738                     2.9368873970218523E-6
0.02                     1739                     2.9369403418610004E-6
0.02                     1740                     2.9369931957820215E-6
0.02                     1741                     2.937045958784915E-6
0.02                     1742                     2.9370986308696815E-6
0.02                     1743                     2.93715121203632E-6
0.02                     1744                     2.937203702284831E-6
0.02                     1745                     2.937256101615215E-6
0.02                     1746                     2.9373084100274706E-6
0.02                     1747                     2.9373606275216004E-6
0.02                     1748                     2.9374127540976014E-6
0.02                     1749                     2.937464789755475E-6
0.02                     1750                     2.9375167344952205E-6
0.02                     1751                     2.9375685883168378E-6
0.02                     1752                     2.9376203512203313E-6
0.02                     1753                     2.9376720232056927E-6
0.02                     1754                     2.93772360427293E-6
0.02                     1755                     2.9377750944220373E-6
0.02                     1756                     2.9378264936530183E-6
0.02                     1757                     2.9378778019658726E-6
0.02                     1758                     2.9379290193605974E-6
0.02                     1759                     2.9379801458371963E-6
0.02                     1760                     2.9380311813956665E-6
0.02                     1761                     2.9380821260360095E-6
0.02                     1762                     2.9381329797582255E-6
0.02                     1763                     2.9381837425623136E-6
0.02                     1764                     2.938234414448274E-6
0.02                     1765                     2.9382849954161077E-6
0.02                     1766                     2.938335485465814E-6
0.02                     1767                     2.9383858845973917E-6
0.02                     1768                     2.938436192810842E-6
0.02                     1769                     2.938486410106165E-6
0.02                     1770                     2.9385365364833605E-6
0.02                     1771                     2.9385865719424286E-6
0.02                     1772                     2.938636516483369E-6
0.02                     1773                     2.938686370106182E-6
0.02                     1774                     2.9387361328108677E-6
0.02                     1775                     2.938785804597426E-6
0.02                     1776                     2.938835385465856E-6
0.02                     1777                     2.9388848754161585E-6
0.02                     1778                     2.938934274448335E-6
0.02                     1779                     2.9389835825623825E-6
0.02                     1780                     2.939032799758303E-6
0.02                     1781                     2.9390819260360957E-6
0.02                     1782                     2.939130961395759E-6
0.02                     1783                     2.939179905837299E-6
0.02                     1784                     2.9392287593607073E-6
0.02                     1785                     2.9392775219659903E-6
0.02                     1786                     2.9393261936531454E-6
0.02                     1787                     2.9393747744221734E-6
0.02                     1788                     2.939423264273074E-6
0.02                     1789                     2.9394716632058457E-6
0.02                     1790                     2.9395199712204925E-6
0.02                     1791                     2.9395681883170097E-6
0.02                     1792                     2.9396163144954E-6
0.02                     1793                     2.9396643497556615E-6
0.02                     1794                     2.9397122940977962E-6
0.02                     1795                     2.9397601475218047E-6
0.02                     1796                     2.9398079100276835E-6
0.02                     1797                     2.939855581615436E-6
0.02                     1798                     2.9399031622850616E-6
0.02                     1799                     2.9399506520365596E-6
0.02                     1800                     2.9399980508699292E-6
0.02                     1801                     2.940045358785171E-6
0.02                     1802                     2.9400925757822865E-6
0.02                     1803                     2.9401397018612736E-6
0.02                     1804                     2.9401867370221324E-6
0.02                     1805                     2.940233681264865E-6
0.02                     1806                     2.9402805345894697E-6
0.02                     1807                     2.9403272969959464E-6
0.02                     1808                     2.9403739684842964E-6
0.02                     1809                     2.9404205490545186E-6
0.02                     1810                     2.9404670387066145E-6
0.02                     1811                     2.94051343744058E-6
0.02                     1812                     2.9405597452564183E-6
0.02                     1813                     2.9406059621541304E-6
0.02                     1814                     2.9406520881337168E-6
0.02                     1815                     2.940698123195173E-6
0.02                     1816                     2.940744067338502E-6
0.02                     1817                     2.940789920563704E-6
0.02                     1818                     2.9408356828707777E-6
0.02                     1819                     2.9408813542597253E-6
0.02                     1820                     2.940926934730544E-6
0.02                     1821                     2.9409724242832366E-6
0.02                     1822                     2.941017822917801E-6
0.02                     1823                     2.941063130634238E-6
0.02                     1824                     2.9411083474325467E-6
0.02                     1825                     2.9411534733127275E-6
0.02                     1826                     2.941198508274783E-6
0.02                     1827                     2.9412434523187097E-6
0.02                     1828                     2.9412883054445093E-6
0.02                     1829                     2.9413330676521805E-6
0.02                     1830                     2.941377738941724E-6
0.02                     1831                     2.941422319313141E-6
0.02                     1832                     2.94146680876643E-6
0.02                     1833                     2.9415112073015914E-6
0.02                     1834                     2.9415555149186256E-6
0.02                     1835                     2.9415997316175322E-6
0.02                     1836                     2.9416438573983106E-6
0.02                     1837                     2.941687892260962E-6
0.02                     1838                     2.9417318362054864E-6
0.02                     1839                     2.9417756892318826E-6
0.02                     1840                     2.941819451340153E-6
0.02                     1841                     2.9418631225302934E-6
0.02                     1842                     2.9419067028023076E-6
0.02                     1843                     2.9419501921561926E-6
0.02                     1844                     2.9419935905919526E-6
0.02                     1845                     2.942036898109583E-6
0.02                     1846                     2.9420801147090875E-6
0.02                     1847                     2.9421232403904633E-6
0.02                     1848                     2.942166275153711E-6
0.02                     1849                     2.942209218998833E-6
0.02                     1850                     2.942252071925827E-6
0.02                     1851                     2.942294833934693E-6
0.02                     1852                     2.942337505025431E-6
0.02                     1853                     2.942380085198042E-6
0.02                     1854                     2.942422574452526E-6
0.02                     1855                     2.9424649727888826E-6
0.02                     1856                     2.942507280207111E-6
0.02                     1857                     2.9425494967072117E-6
0.02                     1858                     2.9425916222891854E-6
0.02                     1859                     2.9426336569530308E-6
0.02                     1860                     2.9426756006987486E-6
0.02                     1861                     2.9427174535263407E-6
0.02                     1862                     2.942759215435804E-6
0.02                     1863                     2.9428008864271397E-6
0.02                     1864                     2.9428424665003484E-6
0.02                     1865                     2.9428839556554283E-6
0.02                     1866                     2.9429253538923816E-6
0.02                     1867                     2.942966661211207E-6
0.02                     1868                     2.943007877611906E-6
0.02                     1869                     2.943049003094477E-6
0.02                     1870                     2.9430900376589205E-6
0.02                     1871                     2.9431309813052354E-6
0.02                     1872                     2.943171834033423E-6
0.02                     1873                     2.943212595843483E-6
0.02                     1874                     2.9432532667354172E-6
0.02                     1875                     2.943295366963331E-6
0.02                     1876                     2.943341996477989E-6
0.02                     1877                     2.9433885828961375E-6
0.02                     1878                     2.943435126217774E-6
0.02                     1879                     2.9434816264429016E-6
0.02                     1880                     2.94352808357152E-6
0.02                     1881                     2.9435744976036285E-6
0.02                     1882                     2.9436208685392262E-6
0.02                     1883                     2.9436671963783144E-6
0.02                     1884                     2.9437134811208927E-6
0.02                     1885                     2.9437597227669607E-6
0.02                     1886                     2.9438059213165196E-6
0.02                     1887                     2.943852076769569E-6
0.02                     1888                     2.9438981891261084E-6
0.02                     1889                     2.943944258386135E-6
0.02                     1890                     2.9439902845496532E-6
0.02                     1891                     2.944036267616663E-6
0.02                     1892                     2.9440822075871622E-6
0.02                     1893                     2.944128104461151E-6
0.02                     1894                     2.9441739582386302E-6
0.02                     1895                     2.944219768919599E-6
0.02                     1896                     2.944265536504058E-6
0.02                     1897                     2.9443112609920074E-6
0.02                     1898                     2.9443569423834467E-6
0.02                     1899                     2.9444025806783766E-6
0.02                     1900                     2.9444481758767965E-6
0.02                     1901                     2.9444937279787065E-6
0.02                     1902                     2.944539236984105E-6
0.02                     1903                     2.9445847028929946E-6
0.02                     1904                     2.9446301257053756E-6
0.02                     1905                     2.9446755054212442E-6
0.02                     1906                     2.944720842040605E-6
0.02                     1907                     2.9447661355634546E-6
0.02                     1908                     2.9448113859897955E-6
0.02                     1909                     2.944856593319624E-6
0.02                     1910                     2.9449017575529447E-6
0.02                     1911                     2.9449468786897546E-6
0.02                     1912                     2.944991956730056E-6
0.02                     1913                     2.945036991673846E-6
0.02                     1914                     2.9450819835211264E-6
0.02                     1915                     2.945126932271898E-6
0.02                     1916                     2.9451718379261573E-6
0.02                     1917                     2.945216700483909E-6
0.02                     1918                     2.9452615199451484E-6
0.02                     1919                     2.9453062963098806E-6
0.02                     1920                     2.945351029578101E-6
0.02                     1921                     2.9453957197498122E-6
0.02                     1922                     2.945440366825014E-6
0.02                     1923                     2.9454849708037046E-6
0.02                     1924                     2.945529531685885E-6
0.02                     1925                     2.9455740494715564E-6
0.02                     1926                     2.9456185241607187E-6
0.02                     1927                     2.94566295575337E-6
0.02                     1928                     2.9457073442495126E-6
0.02                     1929                     2.945751689649144E-6
0.02                     1930                     2.9457959919522647E-6
0.02                     1931                     2.9458402511588765E-6
0.02                     1932                     2.9458844672689784E-6
0.02                     1933                     2.9459286402825704E-6
0.02                     1934                     2.9459727701996532E-6
0.02                     1935                     2.946016857020225E-6
0.02                     1936                     2.9460609007442875E-6
0.02                     1937                     2.9461049013718394E-6
0.02                     1938                     2.9461488589028817E-6
0.02                     1939                     2.946192773337414E-6
0.02                     1940                     2.9462366446754374E-6
0.02                     1941                     2.9462804729169487E-6
0.02                     1942                     2.946324258061952E-6
0.02                     1943                     2.9463680001104445E-6
0.02                     1944                     2.9464116990624272E-6
0.02                     1945                     2.9464553549179E-6
0.02                     1946                     2.9464989676768626E-6
0.02                     1947                     2.9465425373393156E-6
0.02                     1948                     2.9465860639052587E-6
0.02                     1949                     2.9466295473746914E-6
0.02                     1950                     2.946672987747615E-6
0.02                     1951                     2.9467163850240288E-6
0.02                     1952                     2.946759739203932E-6
0.02                     1953                     2.9468030502873256E-6
0.02                     1954                     2.94684631827421E-6
0.02                     1955                     2.946889543164582E-6
0.02                     1956                     2.946932724958446E-6
0.02                     1957                     2.9469758636557997E-6
0.02                     1958                     2.947018959256644E-6
0.02                     1959                     2.9470620117609766E-6
0.02                     1960                     2.947105021168802E-6
0.02                     1961                     2.947147987480116E-6
0.02                     1962                     2.94719091069492E-6
0.02                     1963                     2.9472337908132138E-6
0.02                     1964                     2.947276627834998E-6
0.02                     1965                     2.947319421760272E-6
0.02                     1966                     2.947362172589037E-6
0.02                     1967                     2.9474048803212913E-6
0.02                     1968                     2.9474475449570363E-6
0.02                     1969                     2.94749016649627E-6
0.02                     1970                     2.9475327449389952E-6
0.02                     1971                     2.94757528028521E-6
0.02                     1972                     2.947617772534915E-6
0.02                     1973                     2.9476602216881094E-6
0.02                     1974                     2.947702627744795E-6
0.02                     1975                     2.94774499070497E-6
0.02                     1976                     2.9477873105686343E-6
0.02                     1977                     2.9478295873357895E-6
0.02                     1978                     2.9478718210064353E-6
0.02                     1979                     2.9479140115805702E-6
0.02                     1980                     2.947956159058196E-6
0.02                     1981                     2.947998263439312E-6
0.02                     1982                     2.9480403247239177E-6
0.02                     1983                     2.948082342912013E-6
0.02                     1984                     2.9481243180035983E-6
0.02                     1985                     2.948166249998675E-6
0.02                     1986                     2.948208138897241E-6
0.02                     1987                     2.9482499846992965E-6
0.02                     1988                     2.9482917874048425E-6
0.02                     1989                     2.948333547013879E-6
0.02                     1990                     2.948375263526405E-6
0.02                     1991                     2.9484169369424208E-6
0.02                     1992                     2.9484585672619275E-6
0.02                     1993                     2.9485001544849244E-6
0.02                     1994                     2.948541698611411E-6
0.02                     1995                     2.9485831996413866E-6
0.02                     1996                     2.9486246575748533E-6
0.02                     1997                     2.9486660724118105E-6
0.02                     1998                     2.9487074441522573E-6
0.02                     1999                     2.948748772796194E-6
0.02                     2000                     2.948790058343621E-6
0.02                     2001                     2.9488313007945365E-6
0.02                     2002                     2.9488725001489453E-6
0.02                     2003                     2.9489136564068416E-6
0.02                     2004                     2.9489547695682297E-6
0.02                     2005                     2.9489958396331066E-6
0.02                     2006                     2.9490368666014745E-6
0.02                     2007                     2.9490778504733302E-6
0.02                     2008                     2.9491187912486782E-6
0.02                     2009                     2.949159688927516E-6
0.02                     2010                     2.949200543509845E-6
0.02                     2011                     2.949241354995662E-6
0.02                     2012                     2.9492821233849705E-6
0.02                     2013                     2.9493228486777684E-6
0.02                     2014                     2.9493635308740556E-6
0.02                     2015                     2.9494041699738336E-6
0.02                     2016                     2.9494447659771022E-6
0.02                     2017                     2.949485318883859E-6
0.02                     2018                     2.9495258286941083E-6
0.02                     2019                     2.9495662954078467E-6
0.02                     2020                     2.949606719025075E-6
0.02                     2021                     2.9496470995457933E-6
0.02                     2022                     2.949687436970002E-6
0.02                     2023                     2.9497277312977005E-6
0.02                     2024                     2.9497679825288897E-6
0.02                     2025                     2.9498081906635677E-6
0.02                     2026                     2.949848355701737E-6
0.02                     2027                     2.949888477643397E-6
0.02                     2028                     2.9499285564885455E-6
0.02                     2029                     2.9499685922371846E-6
0.02                     2030                     2.950008584889313E-6
0.02                     2031                     2.9500485344449322E-6
0.02                     2032                     2.950088440904043E-6
0.02                     2033                     2.950128304266642E-6
0.02                     2034                     2.95016812453273E-6
0.02                     2035                     2.950207901702311E-6
0.02                     2036                     2.95024763577538E-6
0.02                     2037                     2.95028732675194E-6
0.02                     2038                     2.95032697463199E-6
0.02                     2039                     2.9503665794155304E-6
0.02                     2040                     2.950406141102559E-6
0.02                     2041                     2.950445659693079E-6
0.02                     2042                     2.950485135187089E-6
0.02                     2043                     2.9505245675845885E-6
0.02                     2044                     2.9505639568855796E-6
0.02                     2045                     2.9506033030900603E-6
0.02                     2046                     2.9506426061980303E-6
0.02                     2047                     2.95068186620949E-6
0.02                     2048                     2.9507210831244413E-6
0.02                     2049                     2.9507602569428815E-6
0.02                     2050                     2.950799387664812E-6
0.02                     2051                     2.950838475290234E-6
0.02                     2052                     2.9508775198191447E-6
0.02                     2053                     2.9509165212515443E-6
0.02                     2054                     2.950955479587436E-6
0.02                     2055                     2.9509943948268172E-6
0.02                     2056                     2.951033266969688E-6
0.02                     2057                     2.9510720960160487E-6
0.02                     2058                     2.951110881965901E-6
0.02                     2059                     2.9511496248192422E-6
0.02                     2060                     2.951188324576073E-6
0.02                     2061                     2.9512269812363943E-6
0.02                     2062                     2.951265594800206E-6
0.02                     2063                     2.9513041652675068E-6
0.02                     2064                     2.951342692638299E-6
0.02                     2065                     2.9513811769125816E-6
0.02                     2066                     2.9514196180903535E-6
0.02                     2067                     2.9514580161716154E-6
0.02                     2068                     2.9514963711563675E-6
0.02                     2069                     2.9515346830446083E-6
0.02                     2070                     2.951572951836341E-6
0.02                     2071                     2.9516111775315636E-6
0.02                     2072                     2.9516493601302755E-6
0.02                     2073                     2.9516874996324775E-6
0.02                     2074                     2.9517255960381696E-6
0.02                     2075                     2.951763649347352E-6
0.02                     2076                     2.9518016595600248E-6
0.02                     2077                     2.9518396266761875E-6
0.02                     2078                     2.9518775506958403E-6
0.02                     2079                     2.9519154316189844E-6
0.02                     2080                     2.951953269445616E-6
0.02                     2081                     2.9519910641757395E-6
0.02                     2082                     2.952028815809352E-6
0.02                     2083                     2.9520665243464545E-6
0.02                     2084                     2.952104189787048E-6
0.02                     2085                     2.9521418121311323E-6
0.02                     2086                     2.9521793913787044E-6
0.02                     2087                     2.9522169275297695E-6
0.02                     2088                     2.952254420584321E-6
0.02                     2089                     2.952291870542365E-6
0.02                     2090                     2.952329277403899E-6
0.02                     2091                     2.9523666411689237E-6
0.02                     2092                     2.9524039618374362E-6
0.02                     2093                     2.952441239409441E-6
0.02                     2094                     2.952478473884935E-6
0.02                     2095                     2.952515665263919E-6
0.02                     2096                     2.9525528135463936E-6
0.02                     2097                     2.9525899187323574E-6
0.02                     2098                     2.952626980821811E-6
0.02                     2099                     2.952663999814756E-6
0.02                     2100                     2.9527009757111896E-6
0.02                     2101                     2.9527379085111132E-6
0.02                     2102                     2.952774798214529E-6
0.02                     2103                     2.9528116448214333E-6
0.02                     2104                     2.9528484483318284E-6
0.02                     2105                     2.952885208745713E-6
0.02                     2106                     2.952921926063088E-6
0.02                     2107                     2.9529586002839522E-6
0.02                     2108                     2.952995231408307E-6
0.02                     2109                     2.953031819436152E-6
0.02                     2110                     2.9530683643674884E-6
0.02                     2111                     2.9531048662023128E-6
0.02                     2112                     2.9531413249406273E-6
0.02                     2113                     2.9531777405824327E-6
0.02                     2114                     2.953214113127729E-6
0.02                     2115                     2.9532504425765137E-6
0.02                     2116                     2.9532867289287893E-6
0.02                     2117                     2.953322972184555E-6
0.02                     2118                     2.9533591723438103E-6
0.02                     2119                     2.9533953294065575E-6
0.02                     2120                     2.9534314433727925E-6
0.02                     2121                     2.9534675142425185E-6
0.02                     2122                     2.9535035420157354E-6
0.02                     2123                     2.9535395266924395E-6
0.02                     2124                     2.953575468272638E-6
0.02                     2125                     2.953611366756323E-6
0.02                     2126                     2.9536472221434996E-6
0.02                     2127                     2.9536830344341665E-6
0.02                     2128                     2.953718803628321E-6
0.02                     2129                     2.953754529725969E-6
0.02                     2130                     2.953790212727105E-6
0.02                     2131                     2.953829509045177E-6
0.02                     2132                     2.9538690270140715E-6
0.02                     2133                     2.9539085322608783E-6
0.02                     2134                     2.9539480247855984E-6
0.02                     2135                     2.953987504588232E-6
0.02                     2136                     2.9540269716687792E-6
0.02                     2137                     2.954066426027238E-6
0.02                     2138                     2.9541058676636105E-6
0.02                     2139                     2.954145296577896E-6
0.02                     2140                     2.9541847127700957E-6
0.02                     2141                     2.954224116240206E-6
0.02                     2142                     2.954263506988232E-6
0.02                     2143                     2.954302885014169E-6
0.02                     2144                     2.9543422503180198E-6
0.02                     2145                     2.9543816028997853E-6
0.02                     2146                     2.9544209427594616E-6
0.02                     2147                     2.9544602698970524E-6
0.02                     2148                     2.954499584312556E-6
0.02                     2149                     2.9545388860059717E-6
0.02                     2150                     2.9545781749773022E-6
0.02                     2151                     2.954617451226545E-6
0.02                     2152                     2.9546567147537002E-6
0.02                     2153                     2.9546959655587706E-6
0.02                     2154                     2.9547352036417517E-6
0.02                     2155                     2.954774429002647E-6
0.02                     2156                     2.9548136416414554E-6
0.02                     2157                     2.954852841558177E-6
0.02                     2158                     2.954892028752811E-6
0.02                     2159                     2.954931203225359E-6
0.02                     2160                     2.954970364975819E-6
0.02                     2161                     2.955009514004192E-6
0.02                     2162                     2.95504865031048E-6
0.02                     2163                     2.9550877738946793E-6
0.02                     2164                     2.9551268847567934E-6
0.02                     2165                     2.9551659828968187E-6
