% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:14
% Table:              tce_retention_mass_0.02 - tce_outflow_mass_Inte (tce_outflow_Inte)
% Q_inject_design        t (s)                    tce_retention_mass (mol/m)
0.02                     2221                     3.4327571487205295E-5
0.02                     2222                     3.429482713801911E-5
0.02                     2223                     3.4262116576004944E-5
0.02                     2224                     3.422943980116269E-5
0.02                     2225                     3.419679681349242E-5
0.02                     2226                     3.4164187612994164E-5
0.02                     2227                     3.413161219966784E-5
0.02                     2228                     3.4099070573513484E-5
0.02                     2229                     3.406656273453109E-5
0.02                     2230                     3.4034088682720665E-5
0.02                     2231                     3.400164841808224E-5
0.02                     2232                     3.396924194061581E-5
0.02                     2233                     3.3936869250321254E-5
0.02                     2234                     3.390453034719873E-5
0.02                     2235                     3.3872225231248166E-5
0.02                     2236                     3.383995390246959E-5
0.02                     2237                     3.380771636086293E-5
0.02                     2238                     3.377551260642826E-5
0.02                     2239                     3.374334263916557E-5
0.02                     2240                     3.371120645907484E-5
0.02                     2241                     3.367910406615607E-5
0.02                     2242                     3.364703546040926E-5
0.02                     2243                     3.361500064183446E-5
0.02                     2244                     3.358299961043164E-5
0.02                     2245                     3.35510323662007E-5
0.02                     2246                     3.35190989091418E-5
0.02                     2247                     3.348719923925486E-5
0.02                     2248                     3.345533335653988E-5
0.02                     2249                     3.3423501260996884E-5
0.02                     2250                     3.339170295262582E-5
0.02                     2251                     3.3359938431426734E-5
0.02                     2252                     3.3328207697399654E-5
0.02                     2253                     3.329651075054452E-5
0.02                     2254                     3.3264847590861347E-5
0.02                     2255                     3.323321821835012E-5
0.02                     2256                     3.320162263301089E-5
0.02                     2257                     3.317006083484364E-5
0.02                     2258                     3.3138532823848384E-5
0.02                     2259                     3.3107038600025025E-5
0.02                     2260                     3.307557816337368E-5
0.02                     2261                     3.30441515138943E-5
0.02                     2262                     3.301275865158689E-5
0.02                     2263                     3.298139957645144E-5
0.02                     2264                     3.295007428848795E-5
0.02                     2265                     3.291878278769642E-5
0.02                     2266                     3.2887525074076895E-5
0.02                     2267                     3.285630114762932E-5
0.02                     2268                     3.28251110083537E-5
0.02                     2269                     3.279395465625006E-5
0.02                     2270                     3.276283209131837E-5
0.02                     2271                     3.2731743313558676E-5
0.02                     2272                     3.2700688322970956E-5
0.02                     2273                     3.2669667119555177E-5
0.02                     2274                     3.263867970331139E-5
0.02                     2275                     3.2607726074239545E-5
0.02                     2276                     3.25768062323397E-5
0.02                     2277                     3.2545920177611815E-5
0.02                     2278                     3.251506791005588E-5
0.02                     2279                     3.248424942967193E-5
0.02                     2280                     3.2453464736459964E-5
0.02                     2281                     3.242271383041993E-5
0.02                     2282                     3.239199671155191E-5
0.02                     2283                     3.2361313379855815E-5
0.02                     2284                     3.233066383533168E-5
0.02                     2285                     3.2300048077979524E-5
0.02                     2286                     3.226946610779938E-5
0.02                     2287                     3.2238917924791175E-5
0.02                     2288                     3.220840352895492E-5
0.02                     2289                     3.217792292029067E-5
0.02                     2290                     3.214747609879837E-5
0.02                     2291                     3.211706306447801E-5
0.02                     2292                     3.208668381732968E-5
0.02                     2293                     3.205633835735329E-5
0.02                     2294                     3.202602668454886E-5
0.02                     2295                     3.1995748798916394E-5
0.02                     2296                     3.196550470045591E-5
0.02                     2297                     3.1935294389167406E-5
0.02                     2298                     3.1905117865050816E-5
0.02                     2299                     3.187497512810624E-5
0.02                     2300                     3.184486617833364E-5
0.02                     2301                     3.181479101573299E-5
0.02                     2302                     3.178474964030432E-5
0.02                     2303                     3.175474205204758E-5
0.02                     2304                     3.172476825096287E-5
0.02                     2305                     3.1694828237050116E-5
0.02                     2306                     3.16649220103093E-5
0.02                     2307                     3.163504957074045E-5
0.02                     2308                     3.16052109183436E-5
0.02                     2309                     3.157540605311871E-5
0.02                     2310                     3.154563497506578E-5
0.02                     2311                     3.151589768418481E-5
0.02                     2312                     3.148619418047579E-5
0.02                     2313                     3.1456524463938775E-5
0.02                     2314                     3.142688853457374E-5
0.02                     2315                     3.139728639238065E-5
0.02                     2316                     3.136771803735955E-5
0.02                     2317                     3.133818346951039E-5
0.02                     2318                     3.1308682688833245E-5
0.02                     2319                     3.127921569532797E-5
0.02                     2320                     3.1249782488994774E-5
0.02                     2321                     3.122038306983349E-5
0.02                     2322                     3.1191017437844144E-5
0.02                     2323                     3.1161685593026844E-5
0.02                     2324                     3.11323875353815E-5
0.02                     2325                     3.1103123264908036E-5
0.02                     2326                     3.107389278160664E-5
0.02                     2327                     3.10446960854772E-5
0.02                     2328                     3.101553317651969E-5
0.02                     2329                     3.098640405473418E-5
0.02                     2330                     3.09573087201206E-5
0.02                     2331                     3.092824717267902E-5
0.02                     2332                     3.089921941240942E-5
0.02                     2333                     3.0870225439311764E-5
0.02                     2334                     3.084126525338606E-5
0.02                     2335                     3.081233885463235E-5
0.02                     2336                     3.078344624305059E-5
0.02                     2337                     3.0754587418640826E-5
0.02                     2338                     3.072576238140302E-5
0.02                     2339                     3.069697113133716E-5
0.02                     2340                     3.06682136684433E-5
0.02                     2341                     3.063948999272138E-5
0.02                     2342                     3.061080010417147E-5
0.02                     2343                     3.0582144002793474E-5
0.02                     2344                     3.055352168858749E-5
0.02                     2345                     3.052493316155346E-5
0.02                     2346                     3.0496378421691373E-5
0.02                     2347                     3.0467857469001332E-5
0.02                     2348                     3.0439370303483197E-5
0.02                     2349                     3.0410916925137036E-5
0.02                     2350                     3.0382497333962842E-5
0.02                     2351                     3.0354111529960615E-5
0.02                     2352                     3.0325759513130386E-5
0.02                     2353                     3.0297441283472096E-5
0.02                     2354                     3.0269156840985797E-5
0.02                     2355                     3.0240906185671418E-5
0.02                     2356                     3.021268931752906E-5
0.02                     2357                     3.0184506236558645E-5
0.02                     2358                     3.015635694276023E-5
0.02                     2359                     3.0128241436133737E-5
0.02                     2360                     3.0100159716679288E-5
0.02                     2361                     3.0072111784396707E-5
0.02                     2362                     3.0044097639286144E-5
0.02                     2363                     3.0016117281347542E-5
0.02                     2364                     2.9988170710580964E-5
0.02                     2365                     2.9960257926986265E-5
0.02                     2366                     2.9932378930563597E-5
0.02                     2367                     2.9904533721312894E-5
0.02                     2368                     2.9876722299234096E-5
0.02                     2369                     2.9848944664327336E-5
0.02                     2370                     2.9821200816592496E-5
0.02                     2371                     2.9793490756029677E-5
0.02                     2372                     2.9765814482638808E-5
0.02                     2373                     2.973817199641988E-5
0.02                     2374                     2.9710563297372938E-5
0.02                     2375                     2.9682988385497977E-5
0.02                     2376                     2.9655447260794976E-5
0.02                     2377                     2.9627939923263935E-5
0.02                     2378                     2.960046637290486E-5
0.02                     2379                     2.9573026609717752E-5
0.02                     2380                     2.9545620633702626E-5
0.02                     2381                     2.9518248444859464E-5
0.02                     2382                     2.9490910043188312E-5
0.02                     2383                     2.946360542868904E-5
0.02                     2384                     2.9436334601361796E-5
0.02                     2385                     2.9409097561206515E-5
0.02                     2386                     2.9381308063902854E-5
0.02                     2387                     2.9353202556492048E-5
0.02                     2388                     2.932512356799823E-5
0.02                     2389                     2.929707109842149E-5
0.02                     2390                     2.926904514776173E-5
0.02                     2391                     2.9241045716019024E-5
0.02                     2392                     2.921307280319331E-5
0.02                     2393                     2.918512640928467E-5
0.02                     2394                     2.915720653429304E-5
0.02                     2395                     2.912931317821845E-5
0.02                     2396                     2.9101446341060897E-5
0.02                     2397                     2.9073606022820377E-5
0.02                     2398                     2.9045792223496847E-5
0.02                     2399                     2.9018004943090376E-5
0.02                     2400                     2.899024418160091E-5
0.02                     2401                     2.8962509939028488E-5
0.02                     2402                     2.89348022153731E-5
0.02                     2403                     2.890712101063471E-5
0.02                     2404                     2.8879466324813385E-5
0.02                     2405                     2.8851838157909064E-5
0.02                     2406                     2.8824236509921782E-5
0.02                     2407                     2.8796661380851558E-5
0.02                     2408                     2.876911277069835E-5
0.02                     2409                     2.874159067946213E-5
0.02                     2410                     2.8714095107142952E-5
0.02                     2411                     2.8686626053740844E-5
0.02                     2412                     2.8659183519255732E-5
0.02                     2413                     2.8631767503687636E-5
0.02                     2414                     2.86043780070366E-5
0.02                     2415                     2.85770150293026E-5
0.02                     2416                     2.8549678570485582E-5
0.02                     2417                     2.8522368630585637E-5
0.02                     2418                     2.8495085209602714E-5
0.02                     2419                     2.8467828307536818E-5
0.02                     2420                     2.8440597924387884E-5
0.02                     2421                     2.8413394060156102E-5
0.02                     2422                     2.8386216714841262E-5
0.02                     2423                     2.8359065888443495E-5
0.02                     2424                     2.8331941580962742E-5
0.02                     2425                     2.8304843792399E-5
0.02                     2426                     2.827777252275229E-5
0.02                     2427                     2.8250727772022624E-5
0.02                     2428                     2.8223709540209984E-5
0.02                     2429                     2.8196717827314373E-5
0.02                     2430                     2.816975263333583E-5
0.02                     2431                     2.8142813958274218E-5
0.02                     2432                     2.8115901802129714E-5
0.02                     2433                     2.808901616490219E-5
0.02                     2434                     2.8062157046591758E-5
0.02                     2435                     2.8035324447198313E-5
0.02                     2436                     2.8008518366721905E-5
0.02                     2437                     2.7981738805162483E-5
0.02                     2438                     2.7954985762520172E-5
0.02                     2439                     2.792825923879483E-5
0.02                     2440                     2.7901559233986538E-5
0.02                     2441                     2.7874885748095296E-5
0.02                     2442                     2.7848238781121034E-5
0.02                     2443                     2.7821618333063815E-5
0.02                     2444                     2.7795024403923646E-5
0.02                     2445                     2.7768456993700493E-5
0.02                     2446                     2.7741916102394364E-5
0.02                     2447                     2.7715401730005295E-5
0.02                     2448                     2.768891387653318E-5
0.02                     2449                     2.766245254197819E-5
0.02                     2450                     2.7636017726340186E-5
0.02                     2451                     2.7609609429619223E-5
0.02                     2452                     2.7583227651815256E-5
0.02                     2453                     2.755687239292833E-5
0.02                     2454                     2.7530543652958442E-5
0.02                     2455                     2.7504241431905602E-5
0.02                     2456                     2.7477965729769768E-5
0.02                     2457                     2.7451716546550974E-5
0.02                     2458                     2.7425493882249173E-5
0.02                     2459                     2.7399297736864426E-5
0.02                     2460                     2.7373128110396732E-5
0.02                     2461                     2.7346985002846037E-5
0.02                     2462                     2.732086841421237E-5
0.02                     2463                     2.7294778344495748E-5
0.02                     2464                     2.726871479369614E-5
0.02                     2465                     2.7242677761813565E-5
0.02                     2466                     2.7216667248848037E-5
0.02                     2467                     2.7190683254799522E-5
0.02                     2468                     2.7164725779668054E-5
0.02                     2469                     2.7138794823453602E-5
0.02                     2470                     2.711289038615614E-5
0.02                     2471                     2.7087012467775767E-5
0.02                     2472                     2.706116106831238E-5
0.02                     2473                     2.703533618776603E-5
0.02                     2474                     2.700953782613676E-5
0.02                     2475                     2.6983765983424468E-5
0.02                     2476                     2.69580206596292E-5
0.02                     2477                     2.6932301854750985E-5
0.02                     2478                     2.690660956878977E-5
0.02                     2479                     2.6880943801745605E-5
0.02                     2480                     2.6855304553618493E-5
0.02                     2481                     2.6829691824408376E-5
0.02                     2482                     2.6804105614115316E-5
0.02                     2483                     2.6778545922739272E-5
0.02                     2484                     2.6753012750280215E-5
0.02                     2485                     2.6727506096738228E-5
0.02                     2486                     2.6702025962113254E-5
0.02                     2487                     2.6676572346405347E-5
0.02                     2488                     2.66511452496144E-5
0.02                     2489                     2.662574467174053E-5
0.02                     2490                     2.660037061278371E-5
0.02                     2491                     2.6575023072743886E-5
0.02                     2492                     2.654970205162112E-5
0.02                     2493                     2.6524407549415323E-5
0.02                     2494                     2.64991395661266E-5
0.02                     2495                     2.64738981017549E-5
0.02                     2496                     2.644868315630023E-5
0.02                     2497                     2.642349472976259E-5
0.02                     2498                     2.6398332822141968E-5
0.02                     2499                     2.6373197433438372E-5
0.02                     2500                     2.6348088563651793E-5
0.02                     2501                     2.632300621278229E-5
0.02                     2502                     2.6297950380829782E-5
0.02                     2503                     2.6272921067794323E-5
0.02                     2504                     2.6247918273675894E-5
0.02                     2505                     2.6222941998474478E-5
0.02                     2506                     2.6197992242190085E-5
0.02                     2507                     2.6173069004822718E-5
0.02                     2508                     2.6148172286372405E-5
0.02                     2509                     2.61233020868391E-5
0.02                     2510                     2.609845840622284E-5
0.02                     2511                     2.6073641244523588E-5
0.02                     2512                     2.604885060174137E-5
0.02                     2513                     2.6024086477876184E-5
0.02                     2514                     2.5999348872928023E-5
0.02                     2515                     2.597463778689694E-5
0.02                     2516                     2.594995321978281E-5
0.02                     2517                     2.5925295171585748E-5
0.02                     2518                     2.5900663642305717E-5
0.02                     2519                     2.587605863194272E-5
0.02                     2520                     2.585148014049674E-5
0.02                     2521                     2.5826928167967784E-5
0.02                     2522                     2.5802402714355883E-5
0.02                     2523                     2.5777903779660977E-5
0.02                     2524                     2.5753431363883112E-5
0.02                     2525                     2.5728985467022274E-5
0.02                     2526                     2.5704566089078492E-5
0.02                     2527                     2.5680173230051697E-5
0.02                     2528                     2.5655806889941945E-5
0.02                     2529                     2.5631467068749216E-5
0.02                     2530                     2.560715376647352E-5
0.02                     2531                     2.5582866983114888E-5
0.02                     2532                     2.5558606718673228E-5
0.02                     2533                     2.553437297314865E-5
0.02                     2534                     2.5510165746541087E-5
0.02                     2535                     2.5485985038850533E-5
0.02                     2536                     2.5461830850077024E-5
0.02                     2537                     2.543770318022051E-5
0.02                     2538                     2.5413602029281064E-5
0.02                     2539                     2.5389527397258644E-5
0.02                     2540                     2.536547928415325E-5
0.02                     2541                     2.5341457689964867E-5
0.02                     2542                     2.531746261469352E-5
0.02                     2543                     2.5293494058339196E-5
0.02                     2544                     2.5269552020901915E-5
0.02                     2545                     2.5245636502381664E-5
0.02                     2546                     2.5221747502778433E-5
0.02                     2547                     2.519788502209222E-5
0.02                     2548                     2.5174049060323078E-5
0.02                     2549                     2.5150239617470934E-5
0.02                     2550                     2.5126456693535805E-5
0.02                     2551                     2.510270028851773E-5
0.02                     2552                     2.5078970402416686E-5
0.02                     2553                     2.5055267035232664E-5
0.02                     2554                     2.50315901869657E-5
0.02                     2555                     2.5007939857615704E-5
0.02                     2556                     2.498431604718276E-5
0.02                     2557                     2.4960718755666856E-5
0.02                     2558                     2.493714798306799E-5
0.02                     2559                     2.4913603729386125E-5
0.02                     2560                     2.4890085994621316E-5
0.02                     2561                     2.4866594778773513E-5
0.02                     2562                     2.484313008184277E-5
0.02                     2563                     2.4819691903828998E-5
0.02                     2564                     2.4796280244732295E-5
0.02                     2565                     2.4772895104552625E-5
0.02                     2566                     2.474953648329E-5
0.02                     2567                     2.4726204380944376E-5
0.02                     2568                     2.4702898797515782E-5
0.02                     2569                     2.467961973300422E-5
0.02                     2570                     2.4656367187409675E-5
0.02                     2571                     2.4633141160732188E-5
0.02                     2572                     2.4609941652971707E-5
0.02                     2573                     2.4586768664128243E-5
0.02                     2574                     2.4563622194201815E-5
0.02                     2575                     2.4540502243192472E-5
0.02                     2576                     2.4517408811100094E-5
0.02                     2577                     2.4494341897924793E-5
0.02                     2578                     2.4471301503666485E-5
0.02                     2579                     2.4448287628325207E-5
0.02                     2580                     2.442530027190095E-5
0.02                     2581                     2.440233943439375E-5
0.02                     2582                     2.4379405115803572E-5
0.02                     2583                     2.43564973161304E-5
0.02                     2584                     2.433361603537427E-5
0.02                     2585                     2.4310761273535166E-5
0.02                     2586                     2.4287933030613128E-5
0.02                     2587                     2.4265131306608072E-5
0.02                     2588                     2.424235610152006E-5
0.02                     2589                     2.4219607415349074E-5
0.02                     2590                     2.419688524809508E-5
0.02                     2591                     2.4174189599758212E-5
0.02                     2592                     2.4151520470338285E-5
0.02                     2593                     2.4128877859835426E-5
0.02                     2594                     2.4106261768249603E-5
0.02                     2595                     2.4083672195580796E-5
0.02                     2596                     2.4061109141829003E-5
0.02                     2597                     2.4038572606994263E-5
0.02                     2598                     2.4016062591076553E-5
0.02                     2599                     2.3993579094075853E-5
0.02                     2600                     2.397112211599219E-5
0.02                     2601                     2.3948691656825538E-5
0.02                     2602                     2.3926287716575934E-5
0.02                     2603                     2.3903910295243377E-5
0.02                     2604                     2.3881559392827802E-5
0.02                     2605                     2.3859235009329308E-5
0.02                     2606                     2.3836937144747797E-5
0.02                     2607                     2.3814665799083352E-5
0.02                     2608                     2.3792420972335928E-5
0.02                     2609                     2.3770202664505537E-5
0.02                     2610                     2.3748010875592138E-5
0.02                     2611                     2.3725845605595813E-5
0.02                     2612                     2.370370685451648E-5
0.02                     2613                     2.3681594622354192E-5
0.02                     2614                     2.3659508909108907E-5
0.02                     2615                     2.3637449714780705E-5
0.02                     2616                     2.3615417039369506E-5
0.02                     2617                     2.359341088287533E-5
0.02                     2618                     2.3571431245298194E-5
0.02                     2619                     2.3549478126638085E-5
0.02                     2620                     2.352755152689501E-5
0.02                     2621                     2.3505651446068933E-5
0.02                     2622                     2.3483777884159886E-5
0.02                     2623                     2.3461930841167903E-5
0.02                     2624                     2.3440110317092937E-5
0.02                     2625                     2.3418316311935E-5
0.02                     2626                     2.3396548825694097E-5
0.02                     2627                     2.3374807858370203E-5
0.02                     2628                     2.335309340996335E-5
0.02                     2629                     2.3331405480473553E-5
0.02                     2630                     2.3309744069900732E-5
0.02                     2631                     2.328810917824494E-5
0.02                     2632                     2.3266500805506217E-5
0.02                     2633                     2.3244918951684523E-5
0.02                     2634                     2.3223363616779838E-5
0.02                     2635                     2.3201834800792197E-5
0.02                     2636                     2.3180332503721542E-5
0.02                     2637                     2.315885672556798E-5
0.02                     2638                     2.3137407466331406E-5
0.02                     2639                     2.3115984726011878E-5
0.02                     2640                     2.3094588504609363E-5
0.02                     2641                     2.307298465502126E-5
0.02                     2642                     2.3050908366828304E-5
0.02                     2643                     2.302885289137746E-5
0.02                     2644                     2.300681822866875E-5
0.02                     2645                     2.2984804378702107E-5
0.02                     2646                     2.29628113414776E-5
0.02                     2647                     2.2940839116995222E-5
0.02                     2648                     2.291888770525494E-5
0.02                     2649                     2.289695710625677E-5
0.02                     2650                     2.2875047320000715E-5
0.02                     2651                     2.2853158346486788E-5
0.02                     2652                     2.2831290185714947E-5
0.02                     2653                     2.280944283768524E-5
0.02                     2654                     2.278761630239763E-5
0.02                     2655                     2.2765810579852158E-5
0.02                     2656                     2.274402567004878E-5
0.02                     2657                     2.2722261572987517E-5
0.02                     2658                     2.2700518288668364E-5
0.02                     2659                     2.2678795817091325E-5
0.02                     2660                     2.265709415825639E-5
0.02                     2661                     2.2635413312163607E-5
0.02                     2662                     2.2613753278812897E-5
0.02                     2663                     2.2592114058204345E-5
0.02                     2664                     2.2570495650337846E-5
0.02                     2665                     2.2548898055213468E-5
0.02                     2666                     2.252732127283122E-5
0.02                     2667                     2.2505765303191105E-5
0.02                     2668                     2.248423014629308E-5
0.02                     2669                     2.2462715802137188E-5
0.02                     2670                     2.2441222270723383E-5
0.02                     2671                     2.241974955205171E-5
0.02                     2672                     2.2398297646122147E-5
0.02                     2673                     2.23768665529347E-5
0.02                     2674                     2.2355456272489374E-5
0.02                     2675                     2.2334066804786122E-5
0.02                     2676                     2.2312698149825023E-5
0.02                     2677                     2.229135030760603E-5
0.02                     2678                     2.2270023278129124E-5
0.02                     2679                     2.2248717061394353E-5
0.02                     2680                     2.2227431657401686E-5
0.02                     2681                     2.2206167066151146E-5
0.02                     2682                     2.2184923287642714E-5
0.02                     2683                     2.2163700321876392E-5
0.02                     2684                     2.2142498168852154E-5
0.02                     2685                     2.2121316828570094E-5
0.02                     2686                     2.2100156301030114E-5
0.02                     2687                     2.207901658623225E-5
0.02                     2688                     2.2057897684176466E-5
0.02                     2689                     2.2036799594862805E-5
0.02                     2690                     2.2015722318291305E-5
0.02                     2691                     2.1994665854461872E-5
0.02                     2692                     2.197363020337458E-5
0.02                     2693                     2.195261536502939E-5
0.02                     2694                     2.1931621339426308E-5
0.02                     2695                     2.1910648126565328E-5
0.02                     2696                     2.1889695726446485E-5
0.02                     2697                     2.186876413906976E-5
0.02                     2698                     2.1847853364435115E-5
0.02                     2699                     2.1826963402542605E-5
0.02                     2700                     2.180609425339221E-5
0.02                     2701                     2.178524591698392E-5
0.02                     2702                     2.176441839331776E-5
0.02                     2703                     2.1743611682393686E-5
0.02                     2704                     2.1722825784211736E-5
0.02                     2705                     2.1702060698771906E-5
0.02                     2706                     2.168131642607417E-5
0.02                     2707                     2.1660592966118565E-5
0.02                     2708                     2.1639890318905067E-5
0.02                     2709                     2.1619208484433684E-5
0.02                     2710                     2.1598547462704407E-5
0.02                     2711                     2.1577907253717255E-5
0.02                     2712                     2.1557287857472224E-5
0.02                     2713                     2.153668927396928E-5
0.02                     2714                     2.1516111503208463E-5
0.02                     2715                     2.1495554545189747E-5
0.02                     2716                     2.1475018399913158E-5
0.02                     2717                     2.145450306737869E-5
0.02                     2718                     2.143400854758633E-5
0.02                     2719                     2.1413534840536073E-5
0.02                     2720                     2.139308194622794E-5
0.02                     2721                     2.1372649864661895E-5
0.02                     2722                     2.1352238595837987E-5
0.02                     2723                     2.133184813975619E-5
0.02                     2724                     2.131147849641651E-5
0.02                     2725                     2.1291129665818938E-5
0.02                     2726                     2.1270801647963487E-5
0.02                     2727                     2.1250494442850136E-5
0.02                     2728                     2.1230208050478895E-5
0.02                     2729                     2.1209942470849762E-5
0.02                     2730                     2.118969770396276E-5
0.02                     2731                     2.1169473749817845E-5
0.02                     2732                     2.114927060841508E-5
0.02                     2733                     2.1129088279754404E-5
0.02                     2734                     2.1108926763835855E-5
0.02                     2735                     2.1088786060659396E-5
0.02                     2736                     2.1068666170225068E-5
0.02                     2737                     2.104856709253286E-5
0.02                     2738                     2.1028488827582754E-5
0.02                     2739                     2.100843137537476E-5
0.02                     2740                     2.098839473590888E-5
0.02                     2741                     2.096837890918513E-5
0.02                     2742                     2.0948383895203468E-5
0.02                     2743                     2.0928409693963928E-5
0.02                     2744                     2.0908456305466492E-5
0.02                     2745                     2.0888523729711198E-5
0.02                     2746                     2.0868611966697997E-5
0.02                     2747                     2.0848721016426893E-5
0.02                     2748                     2.0828850878897933E-5
0.02                     2749                     2.080900155411107E-5
0.02                     2750                     2.0789173042066326E-5
0.02                     2751                     2.07693653427637E-5
0.02                     2752                     2.074957845620315E-5
0.02                     2753                     2.0729812382384746E-5
0.02                     2754                     2.0710067121308443E-5
0.02                     2755                     2.069034267297428E-5
0.02                     2756                     2.067063903738219E-5
0.02                     2757                     2.0650956214532238E-5
0.02                     2758                     2.0631294204424402E-5
0.02                     2759                     2.061165300705869E-5
0.02                     2760                     2.0592032622435066E-5
0.02                     2761                     2.0572433050553552E-5
0.02                     2762                     2.0552854291414156E-5
0.02                     2763                     2.0533296345016897E-5
0.02                     2764                     2.0513759211361718E-5
0.02                     2765                     2.0494242890448677E-5
0.02                     2766                     2.0474747382277723E-5
0.02                     2767                     2.0455272686848894E-5
0.02                     2768                     2.0435818804162178E-5
0.02                     2769                     2.041638573421759E-5
0.02                     2770                     2.039697347701509E-5
0.02                     2771                     2.0377582032554732E-5
0.02                     2772                     2.0358211400836456E-5
0.02                     2773                     2.033886158186032E-5
0.02                     2774                     2.0319532575626286E-5
0.02                     2775                     2.0300224382134355E-5
0.02                     2776                     2.0280937001384545E-5
0.02                     2777                     2.0261670433376846E-5
0.02                     2778                     2.0242424678111257E-5
0.02                     2779                     2.0223199735587806E-5
0.02                     2780                     2.020399560580645E-5
0.02                     2781                     2.0184812288767223E-5
0.02                     2782                     2.0165649784470087E-5
0.02                     2783                     2.0146508092915045E-5
0.02                     2784                     2.0127387214102157E-5
0.02                     2785                     2.0108287148031357E-5
0.02                     2786                     2.0089207894702677E-5
0.02                     2787                     2.0070149454116135E-5
0.02                     2788                     2.005111182627167E-5
0.02                     2789                     2.0032095011169306E-5
0.02                     2790                     2.001309900880909E-5
0.02                     2791                     1.999412381919098E-5
0.02                     2792                     1.9975169442314998E-5
0.02                     2793                     1.9956235878181086E-5
0.02                     2794                     1.993732312678932E-5
0.02                     2795                     1.9918431188139655E-5
0.02                     2796                     1.989956006223212E-5
0.02                     2797                     1.9880709749066698E-5
0.02                     2798                     1.9861880248643356E-5
0.02                     2799                     1.9843071560962146E-5
0.02                     2800                     1.9824283686023052E-5
0.02                     2801                     1.9805516623826067E-5
0.02                     2802                     1.9786770374371208E-5
0.02                     2803                     1.9768044937658444E-5
0.02                     2804                     1.9749340313687783E-5
0.02                     2805                     1.9730656502459277E-5
0.02                     2806                     1.971199350397285E-5
0.02                     2807                     1.969335131822856E-5
0.02                     2808                     1.9674729945226362E-5
0.02                     2809                     1.965612938496628E-5
0.02                     2810                     1.963754963744831E-5
0.02                     2811                     1.9618990702672474E-5
0.02                     2812                     1.9600452580638722E-5
0.02                     2813                     1.9581935271347098E-5
0.02                     2814                     1.956343877479759E-5
0.02                     2815                     1.9544963090990186E-5
0.02                     2816                     1.952650821992491E-5
0.02                     2817                     1.950807416160172E-5
0.02                     2818                     1.9489660916020675E-5
0.02                     2819                     1.947126848318173E-5
0.02                     2820                     1.945289686308488E-5
0.02                     2821                     1.943454605573015E-5
0.02                     2822                     1.941621606111754E-5
0.02                     2823                     1.9397906879247063E-5
0.02                     2824                     1.937961851011867E-5
0.02                     2825                     1.9361350953732397E-5
0.02                     2826                     1.934310421008824E-5
0.02                     2827                     1.932487827918621E-5
0.02                     2828                     1.9306673161026278E-5
0.02                     2829                     1.928848885560844E-5
0.02                     2830                     1.9270325362932756E-5
0.02                     2831                     1.9252182682999145E-5
0.02                     2832                     1.923406081580769E-5
0.02                     2833                     1.9215959761358314E-5
0.02                     2834                     1.9197879519651065E-5
0.02                     2835                     1.9179820090685943E-5
0.02                     2836                     1.9161781474462898E-5
0.02                     2837                     1.914376367098201E-5
0.02                     2838                     1.9125766680243194E-5
0.02                     2839                     1.91077905022465E-5
0.02                     2840                     1.9089835136991933E-5
0.02                     2841                     1.9071900584479476E-5
0.02                     2842                     1.905398684470912E-5
0.02                     2843                     1.903609391768089E-5
0.02                     2844                     1.9018221803394766E-5
0.02                     2845                     1.900037050185077E-5
0.02                     2846                     1.8982540013048867E-5
0.02                     2847                     1.8964730336989097E-5
0.02                     2848                     1.8946941473671424E-5
0.02                     2849                     1.892917342309586E-5
