% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:03
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.02                     2238                     5.218310063695006E-4
0.02                     2239                     5.219980504673461E-4
0.02                     2240                     5.221650581469498E-4
0.02                     2241                     5.223320294083135E-4
0.02                     2242                     5.224989642514362E-4
0.02                     2243                     5.226658626763189E-4
0.02                     2244                     5.228327246829598E-4
0.02                     2245                     5.229995502713607E-4
0.02                     2246                     5.231663394415203E-4
0.02                     2247                     5.233330921934414E-4
0.02                     2248                     5.234998085271185E-4
0.02                     2249                     5.236664884425571E-4
0.02                     2250                     5.238331319397547E-4
0.02                     2251                     5.239997390187114E-4
0.02                     2252                     5.24166309679427E-4
0.02                     2253                     5.243328439219032E-4
0.02                     2254                     5.244993417461376E-4
0.02                     2255                     5.246658031521322E-4
0.02                     2256                     5.248322281398854E-4
0.02                     2257                     5.249986167093976E-4
0.02                     2258                     5.251649688606693E-4
0.02                     2259                     5.253312845937017E-4
0.02                     2260                     5.254975639084916E-4
0.02                     2261                     5.256638068050415E-4
0.02                     2262                     5.258300132833515E-4
0.02                     2263                     5.259961833434189E-4
0.02                     2264                     5.261623169852477E-4
0.02                     2265                     5.263284142088354E-4
0.02                     2266                     5.264944750141817E-4
0.02                     2267                     5.266604994012879E-4
0.02                     2268                     5.268264873701538E-4
0.02                     2269                     5.26992438920778E-4
0.02                     2270                     5.271583540531614E-4
0.02                     2271                     5.273242327673049E-4
0.02                     2272                     5.274900750632074E-4
0.02                     2273                     5.276558809408693E-4
0.02                     2274                     5.278216504002901E-4
0.02                     2275                     5.27987383441471E-4
0.02                     2276                     5.28153080064411E-4
0.02                     2277                     5.283187402691102E-4
0.02                     2278                     5.284843640555691E-4
0.02                     2279                     5.286499514237863E-4
0.02                     2280                     5.288155023737643E-4
0.02                     2281                     5.289810169054998E-4
0.02                     2282                     5.291464950189959E-4
0.02                     2283                     5.293119367142512E-4
0.02                     2284                     5.294773419912654E-4
0.02                     2285                     5.296427108500395E-4
0.02                     2286                     5.298080432905726E-4
0.02                     2287                     5.299733393128656E-4
0.02                     2288                     5.30138598916917E-4
0.02                     2289                     5.303038221027281E-4
0.02                     2290                     5.304690088702985E-4
0.02                     2291                     5.306341592196284E-4
0.02                     2292                     5.307992731507173E-4
0.02                     2293                     5.309643506635652E-4
0.02                     2294                     5.31129391758173E-4
0.02                     2295                     5.312943964345401E-4
0.02                     2296                     5.314593646926667E-4
0.02                     2297                     5.316242965325523E-4
0.02                     2298                     5.317891919541966E-4
0.02                     2299                     5.319540509576021E-4
0.02                     2300                     5.321188735427653E-4
0.02                     2301                     5.322836597096885E-4
0.02                     2302                     5.324484094583711E-4
0.02                     2303                     5.326131227888124E-4
0.02                     2304                     5.327777997010133E-4
0.02                     2305                     5.329424401949734E-4
0.02                     2306                     5.331070442706923E-4
0.02                     2307                     5.332716119281725E-4
0.02                     2308                     5.334361431674107E-4
0.02                     2309                     5.336006379884082E-4
0.02                     2310                     5.337650963911651E-4
0.02                     2311                     5.339295183756811E-4
0.02                     2312                     5.340939039419565E-4
0.02                     2313                     5.342582530899916E-4
0.02                     2314                     5.344225658197852E-4
0.02                     2315                     5.345868421313391E-4
0.02                     2316                     5.347510820246518E-4
0.02                     2317                     5.349152854997242E-4
0.02                     2318                     5.350794525565562E-4
0.02                     2319                     5.352435831951467E-4
0.02                     2320                     5.354076774154965E-4
0.02                     2321                     5.355717352176064E-4
0.02                     2322                     5.357357566014752E-4
0.02                     2323                     5.358997415671036E-4
0.02                     2324                     5.360636901144912E-4
0.02                     2325                     5.362276022436369E-4
0.02                     2326                     5.363914779545433E-4
0.02                     2327                     5.365553172472098E-4
0.02                     2328                     5.367191201216335E-4
0.02                     2329                     5.368828865778185E-4
0.02                     2330                     5.370466166157615E-4
0.02                     2331                     5.372103102354642E-4
0.02                     2332                     5.373739674369265E-4
0.02                     2333                     5.375375882201479E-4
0.02                     2334                     5.377011725851282E-4
0.02                     2335                     5.378647205318682E-4
0.02                     2336                     5.38028232060368E-4
0.02                     2337                     5.38191707170626E-4
0.02                     2338                     5.383551458626442E-4
0.02                     2339                     5.385185481364214E-4
0.02                     2340                     5.386819139919591E-4
0.02                     2341                     5.388452434292543E-4
0.02                     2342                     5.390085364483097E-4
0.02                     2343                     5.391717930491247E-4
0.02                     2344                     5.393350132316985E-4
0.02                     2345                     5.39498196996031E-4
0.02                     2346                     5.396613443421242E-4
0.02                     2347                     5.398244552699764E-4
0.02                     2348                     5.399875297795875E-4
0.02                     2349                     5.40150567870958E-4
0.02                     2350                     5.403135695440878E-4
0.02                     2351                     5.404765347989769E-4
0.02                     2352                     5.406394636356262E-4
0.02                     2353                     5.408023560540335E-4
0.02                     2354                     5.40965212054201E-4
0.02                     2355                     5.411280316361282E-4
0.02                     2356                     5.412908147998136E-4
0.02                     2357                     5.414535615452581E-4
0.02                     2358                     5.416162718724633E-4
0.02                     2359                     5.417789457814275E-4
0.02                     2360                     5.419415832721499E-4
0.02                     2361                     5.421041843446332E-4
0.02                     2362                     5.422667489988745E-4
0.02                     2363                     5.424292772348757E-4
0.02                     2364                     5.425917690526361E-4
0.02                     2365                     5.427542244521553E-4
0.02                     2366                     5.429166434334347E-4
0.02                     2367                     5.430790259964732E-4
0.02                     2368                     5.432413721412711E-4
0.02                     2369                     5.434036818678283E-4
0.02                     2370                     5.435659551761441E-4
0.02                     2371                     5.437281920662199E-4
0.02                     2372                     5.438903925380558E-4
0.02                     2373                     5.440525565916501E-4
0.02                     2374                     5.442146842270032E-4
0.02                     2375                     5.44376775444116E-4
0.02                     2376                     5.445388302429887E-4
0.02                     2377                     5.44700848623621E-4
0.02                     2378                     5.448628305860117E-4
0.02                     2379                     5.450247761301612E-4
0.02                     2380                     5.45186685256072E-4
0.02                     2381                     5.453485579637403E-4
0.02                     2382                     5.455103942531687E-4
0.02                     2383                     5.456721941243566E-4
0.02                     2384                     5.458339575773034E-4
0.02                     2385                     5.459956846120101E-4
0.02                     2386                     5.461580440869933E-4
0.02                     2387                     5.46320766234835E-4
0.02                     2388                     5.464834602569415E-4
0.02                     2389                     5.466461261533126E-4
0.02                     2390                     5.468087639239483E-4
0.02                     2391                     5.469713735688494E-4
0.02                     2392                     5.471339550880139E-4
0.02                     2393                     5.47296508481445E-4
0.02                     2394                     5.474590337491408E-4
0.02                     2395                     5.476215308911005E-4
0.02                     2396                     5.477839999073249E-4
0.02                     2397                     5.479464407978139E-4
0.02                     2398                     5.481088535625686E-4
0.02                     2399                     5.482712382015873E-4
0.02                     2400                     5.484335947148714E-4
0.02                     2401                     5.485959231024204E-4
0.02                     2402                     5.487582233642331E-4
0.02                     2403                     5.489204955003114E-4
0.02                     2404                     5.490827395106546E-4
0.02                     2405                     5.492449553952618E-4
0.02                     2406                     5.494071431541344E-4
0.02                     2407                     5.495693027872722E-4
0.02                     2408                     5.497314342946744E-4
0.02                     2409                     5.498935376763415E-4
0.02                     2410                     5.500556129322729E-4
0.02                     2411                     5.502176600624691E-4
0.02                     2412                     5.503796790669309E-4
0.02                     2413                     5.50541669945657E-4
0.02                     2414                     5.507036326986474E-4
0.02                     2415                     5.508655673259026E-4
0.02                     2416                     5.51027473827424E-4
0.02                     2417                     5.511893522032083E-4
0.02                     2418                     5.513512024532579E-4
0.02                     2419                     5.515130245775734E-4
0.02                     2420                     5.516748185761529E-4
0.02                     2421                     5.518365844489981E-4
0.02                     2422                     5.519983221961061E-4
0.02                     2423                     5.52160031817481E-4
0.02                     2424                     5.523217133131191E-4
0.02                     2425                     5.524833666830224E-4
0.02                     2426                     5.526449919271907E-4
0.02                     2427                     5.528065890456239E-4
0.02                     2428                     5.529681580383216E-4
0.02                     2429                     5.531296989052847E-4
0.02                     2430                     5.53291211646512E-4
0.02                     2431                     5.534526962620036E-4
0.02                     2432                     5.536141527517609E-4
0.02                     2433                     5.53775581115783E-4
0.02                     2434                     5.539369813540696E-4
0.02                     2435                     5.540983534666207E-4
0.02                     2436                     5.542596974534365E-4
0.02                     2437                     5.544210133145176E-4
0.02                     2438                     5.545823010498634E-4
0.02                     2439                     5.54743560659474E-4
0.02                     2440                     5.5490479214335E-4
0.02                     2441                     5.550659955014887E-4
0.02                     2442                     5.552271707338946E-4
0.02                     2443                     5.55388317840564E-4
0.02                     2444                     5.55549436821498E-4
0.02                     2445                     5.557105276766975E-4
0.02                     2446                     5.558715904061622E-4
0.02                     2447                     5.560326250098911E-4
0.02                     2448                     5.561936314878839E-4
0.02                     2449                     5.563546098401424E-4
0.02                     2450                     5.565155600666656E-4
0.02                     2451                     5.566764821674531E-4
0.02                     2452                     5.568373761425065E-4
0.02                     2453                     5.569982419918239E-4
0.02                     2454                     5.571590797154064E-4
0.02                     2455                     5.573198893132537E-4
0.02                     2456                     5.574806707853651E-4
0.02                     2457                     5.576414241317419E-4
0.02                     2458                     5.578021493523835E-4
0.02                     2459                     5.579628464472894E-4
0.02                     2460                     5.581235154164608E-4
0.02                     2461                     5.582841562598956E-4
0.02                     2462                     5.584447689775973E-4
0.02                     2463                     5.586053535695624E-4
0.02                     2464                     5.587659100357926E-4
0.02                     2465                     5.589264383762879E-4
0.02                     2466                     5.590869385910475E-4
0.02                     2467                     5.592474106800718E-4
0.02                     2468                     5.594078546433609E-4
0.02                     2469                     5.595682704809155E-4
0.02                     2470                     5.59728658192735E-4
0.02                     2471                     5.598890177788182E-4
0.02                     2472                     5.600493492391664E-4
0.02                     2473                     5.602096525737796E-4
0.02                     2474                     5.60369927782658E-4
0.02                     2475                     5.605301748658003E-4
0.02                     2476                     5.606903938232075E-4
0.02                     2477                     5.608505846548806E-4
0.02                     2478                     5.610107473608174E-4
0.02                     2479                     5.611708819410198E-4
0.02                     2480                     5.613309883954864E-4
0.02                     2481                     5.614910667242182E-4
0.02                     2482                     5.616511169272143E-4
0.02                     2483                     5.618111390044751E-4
0.02                     2484                     5.61971132956002E-4
0.02                     2485                     5.621310987817922E-4
0.02                     2486                     5.622910364818485E-4
0.02                     2487                     5.62450946056168E-4
0.02                     2488                     5.626108275047525E-4
0.02                     2489                     5.62770680827603E-4
0.02                     2490                     5.62930506024718E-4
0.02                     2491                     5.630903030960972E-4
0.02                     2492                     5.632500720417416E-4
0.02                     2493                     5.634098128616502E-4
0.02                     2494                     5.63569525555824E-4
0.02                     2495                     5.637292101242628E-4
0.02                     2496                     5.63888866566967E-4
0.02                     2497                     5.640484948839341E-4
0.02                     2498                     5.64208095075167E-4
0.02                     2499                     5.643676671406648E-4
0.02                     2500                     5.645272110804274E-4
0.02                     2501                     5.646867268944547E-4
0.02                     2502                     5.648462145827473E-4
0.02                     2503                     5.650056741453044E-4
0.02                     2504                     5.651651055821256E-4
0.02                     2505                     5.653245088932115E-4
0.02                     2506                     5.65483884078563E-4
0.02                     2507                     5.656432311381793E-4
0.02                     2508                     5.658025500720596E-4
0.02                     2509                     5.659618408802059E-4
0.02                     2510                     5.66121103562616E-4
0.02                     2511                     5.662803381192914E-4
0.02                     2512                     5.664395445502311E-4
0.02                     2513                     5.665987228554353E-4
0.02                     2514                     5.667578730349055E-4
0.02                     2515                     5.669169950886397E-4
0.02                     2516                     5.670760890166388E-4
0.02                     2517                     5.672351548189027E-4
0.02                     2518                     5.673941924954318E-4
0.02                     2519                     5.67553202046225E-4
0.02                     2520                     5.677121834712833E-4
0.02                     2521                     5.678711367706063E-4
0.02                     2522                     5.680300619441939E-4
0.02                     2523                     5.681889589920469E-4
0.02                     2524                     5.683478279141642E-4
0.02                     2525                     5.685066687105461E-4
0.02                     2526                     5.686654813811929E-4
0.02                     2527                     5.688242659261049E-4
0.02                     2528                     5.689830223452813E-4
0.02                     2529                     5.691417506387232E-4
0.02                     2530                     5.693004508064288E-4
0.02                     2531                     5.694591228483996E-4
0.02                     2532                     5.696177667646357E-4
0.02                     2533                     5.697763825551363E-4
0.02                     2534                     5.699349702199005E-4
0.02                     2535                     5.700935297589316E-4
0.02                     2536                     5.702520611722265E-4
0.02                     2537                     5.704105644597855E-4
0.02                     2538                     5.705690396216106E-4
0.02                     2539                     5.707274866576989E-4
0.02                     2540                     5.708859055680528E-4
0.02                     2541                     5.71044296352672E-4
0.02                     2542                     5.712026590115562E-4
0.02                     2543                     5.713609935447045E-4
0.02                     2544                     5.715192999521171E-4
0.02                     2545                     5.716775782337954E-4
0.02                     2546                     5.718358283897385E-4
0.02                     2547                     5.719940504199455E-4
0.02                     2548                     5.721522443244177E-4
0.02                     2549                     5.723104101031548E-4
0.02                     2550                     5.724685477561573E-4
0.02                     2551                     5.726266572834231E-4
0.02                     2552                     5.727847386849538E-4
0.02                     2553                     5.729427919607511E-4
0.02                     2554                     5.731008171108124E-4
0.02                     2555                     5.732588141351381E-4
0.02                     2556                     5.734167830337282E-4
0.02                     2557                     5.735747238065843E-4
0.02                     2558                     5.737326364537036E-4
0.02                     2559                     5.738905209750893E-4
0.02                     2560                     5.740483773707386E-4
0.02                     2561                     5.74206205640653E-4
0.02                     2562                     5.743640057848322E-4
0.02                     2563                     5.745217778032768E-4
0.02                     2564                     5.746795216959859E-4
0.02                     2565                     5.74837237462959E-4
0.02                     2566                     5.749949251041979E-4
0.02                     2567                     5.751525846197008E-4
0.02                     2568                     5.753102160094691E-4
0.02                     2569                     5.754678192735013E-4
0.02                     2570                     5.756253944117992E-4
0.02                     2571                     5.757829414243628E-4
0.02                     2572                     5.75940460311189E-4
0.02                     2573                     5.760979510722809E-4
0.02                     2574                     5.762554137076379E-4
0.02                     2575                     5.764128482172592E-4
0.02                     2576                     5.765702546011457E-4
0.02                     2577                     5.767276328592964E-4
0.02                     2578                     5.768849829917124E-4
0.02                     2579                     5.770423049983937E-4
0.02                     2580                     5.77199598879339E-4
0.02                     2581                     5.773568646345485E-4
0.02                     2582                     5.775141022640237E-4
0.02                     2583                     5.776713117677638E-4
0.02                     2584                     5.778284931457682E-4
0.02                     2585                     5.779856463980382E-4
0.02                     2586                     5.781427715245721E-4
0.02                     2587                     5.78299868525371E-4
0.02                     2588                     5.78456937400435E-4
0.02                     2589                     5.786139781497638E-4
0.02                     2590                     5.787709907733568E-4
0.02                     2591                     5.789279752712144E-4
0.02                     2592                     5.790849316433377E-4
0.02                     2593                     5.792418598897258E-4
0.02                     2594                     5.79398760010378E-4
0.02                     2595                     5.795556320052954E-4
0.02                     2596                     5.797124758744772E-4
0.02                     2597                     5.798692916179238E-4
0.02                     2598                     5.800260792356358E-4
0.02                     2599                     5.801828387276124E-4
0.02                     2600                     5.803395700938537E-4
0.02                     2601                     5.804962733343604E-4
0.02                     2602                     5.806529484491306E-4
0.02                     2603                     5.808095954381663E-4
0.02                     2604                     5.809662143014664E-4
0.02                     2605                     5.811228050390316E-4
0.02                     2606                     5.812793676508618E-4
0.02                     2607                     5.814359021369558E-4
0.02                     2608                     5.815924084973159E-4
0.02                     2609                     5.817488867319405E-4
0.02                     2610                     5.819053368408293E-4
0.02                     2611                     5.820617588239833E-4
0.02                     2612                     5.822181526814012E-4
0.02                     2613                     5.823745184130854E-4
0.02                     2614                     5.825308560190336E-4
0.02                     2615                     5.826871654992465E-4
0.02                     2616                     5.828434468537239E-4
0.02                     2617                     5.829997000824668E-4
0.02                     2618                     5.831559251854738E-4
0.02                     2619                     5.833121221627454E-4
0.02                     2620                     5.834682910142832E-4
0.02                     2621                     5.836244317400851E-4
0.02                     2622                     5.837805443401513E-4
0.02                     2623                     5.839366288144823E-4
0.02                     2624                     5.840926851630793E-4
0.02                     2625                     5.842487133859399E-4
0.02                     2626                     5.844047134830658E-4
0.02                     2627                     5.845606854544557E-4
0.02                     2628                     5.847166293001117E-4
0.02                     2629                     5.848725450200314E-4
0.02                     2630                     5.850284326142156E-4
0.02                     2631                     5.851842920826655E-4
0.02                     2632                     5.853401234253802E-4
0.02                     2633                     5.85495926642359E-4
0.02                     2634                     5.856517017336027E-4
0.02                     2635                     5.858074486991122E-4
0.02                     2636                     5.859631675388852E-4
0.02                     2637                     5.861188582529241E-4
0.02                     2638                     5.862745208412269E-4
0.02                     2639                     5.864301553037949E-4
0.02                     2640                     5.865857616406281E-4
0.02                     2641                     5.867414680494997E-4
0.02                     2642                     5.868974195166453E-4
0.02                     2643                     5.87053345982242E-4
0.02                     2644                     5.87209247446287E-4
0.02                     2645                     5.873651239087833E-4
0.02                     2646                     5.875209753697292E-4
0.02                     2647                     5.876768018291259E-4
0.02                     2648                     5.878326032869711E-4
0.02                     2649                     5.879883797432679E-4
0.02                     2650                     5.881441311980134E-4
0.02                     2651                     5.882998576512098E-4
0.02                     2652                     5.884555591028562E-4
0.02                     2653                     5.88611235552953E-4
0.02                     2654                     5.887668870014985E-4
0.02                     2655                     5.889225134484955E-4
0.02                     2656                     5.890781148939421E-4
0.02                     2657                     5.892336913378379E-4
0.02                     2658                     5.893892427801853E-4
0.02                     2659                     5.895447692209812E-4
0.02                     2660                     5.897002706602285E-4
0.02                     2661                     5.898557470979251E-4
0.02                     2662                     5.900111985340725E-4
0.02                     2663                     5.901666249686689E-4
0.02                     2664                     5.903220264017161E-4
0.02                     2665                     5.904774028332115E-4
0.02                     2666                     5.906327542631595E-4
0.02                     2667                     5.907880806915562E-4
0.02                     2668                     5.909433821184037E-4
0.02                     2669                     5.910986585437009E-4
0.02                     2670                     5.912539099674477E-4
0.02                     2671                     5.914091363896446E-4
0.02                     2672                     5.915643378102922E-4
0.02                     2673                     5.917195142293893E-4
0.02                     2674                     5.91874665646937E-4
0.02                     2675                     5.92029792062934E-4
0.02                     2676                     5.921848934773819E-4
0.02                     2677                     5.923399698902792E-4
0.02                     2678                     5.924950213016271E-4
0.02                     2679                     5.92650047711425E-4
0.02                     2680                     5.928050491196717E-4
0.02                     2681                     5.929600255263699E-4
0.02                     2682                     5.931149769315172E-4
0.02                     2683                     5.932699033351157E-4
0.02                     2684                     5.934248047371634E-4
0.02                     2685                     5.935796811376616E-4
0.02                     2686                     5.937345325366093E-4
0.02                     2687                     5.938893589340077E-4
0.02                     2688                     5.940441603298558E-4
0.02                     2689                     5.941989367241534E-4
0.02                     2690                     5.943536881169019E-4
0.02                     2691                     5.945084145081003E-4
0.02                     2692                     5.946631158977486E-4
0.02                     2693                     5.94817792285847E-4
0.02                     2694                     5.949724436723951E-4
0.02                     2695                     5.95127070057393E-4
0.02                     2696                     5.952816714408418E-4
0.02                     2697                     5.954362478227407E-4
0.02                     2698                     5.955907992030892E-4
0.02                     2699                     5.957453255818878E-4
0.02                     2700                     5.958998269591359E-4
0.02                     2701                     5.960543033348357E-4
0.02                     2702                     5.962087547089845E-4
0.02                     2703                     5.963631810815835E-4
0.02                     2704                     5.965175824526325E-4
0.02                     2705                     5.966719588221303E-4
0.02                     2706                     5.968263101900803E-4
0.02                     2707                     5.969806365564787E-4
0.02                     2708                     5.97134937921328E-4
0.02                     2709                     5.97289214284627E-4
0.02                     2710                     5.974434656463762E-4
0.02                     2711                     5.975976920065761E-4
0.02                     2712                     5.977518933652243E-4
0.02                     2713                     5.979060697223241E-4
0.02                     2714                     5.980602210778733E-4
0.02                     2715                     5.982143474318733E-4
0.02                     2716                     5.983684487843225E-4
0.02                     2717                     5.985225251352227E-4
0.02                     2718                     5.986765764845716E-4
0.02                     2719                     5.988306028323708E-4
0.02                     2720                     5.989846041786211E-4
0.02                     2721                     5.991385805233205E-4
0.02                     2722                     5.99292531866471E-4
0.02                     2723                     5.994464582080707E-4
0.02                     2724                     5.996003595481203E-4
0.02                     2725                     5.997542358866208E-4
0.02                     2726                     5.999080872235707E-4
0.02                     2727                     6.000619135589707E-4
0.02                     2728                     6.002157148928205E-4
0.02                     2729                     6.003694912251207E-4
0.02                     2730                     6.005232425558719E-4
0.02                     2731                     6.006769688850719E-4
0.02                     2732                     6.008306702127218E-4
0.02                     2733                     6.009843465388221E-4
0.02                     2734                     6.011379978633727E-4
0.02                     2735                     6.012916241863728E-4
0.02                     2736                     6.014452255078236E-4
0.02                     2737                     6.015988018277231E-4
0.02                     2738                     6.017523531460747E-4
0.02                     2739                     6.019058794628749E-4
0.02                     2740                     6.020593807781263E-4
0.02                     2741                     6.022128570918272E-4
0.02                     2742                     6.023663084039775E-4
0.02                     2743                     6.025197347145789E-4
0.02                     2744                     6.026731360236294E-4
0.02                     2745                     6.0282651233113E-4
0.02                     2746                     6.029798636370815E-4
0.02                     2747                     6.031331899414821E-4
0.02                     2748                     6.032864912443342E-4
0.02                     2749                     6.034397675456353E-4
0.02                     2750                     6.035930188453858E-4
0.02                     2751                     6.037462451435867E-4
0.02                     2752                     6.03899446440239E-4
0.02                     2753                     6.040526227353408E-4
0.02                     2754                     6.042057740288913E-4
0.02                     2755                     6.043589003208929E-4
0.02                     2756                     6.045120016113445E-4
0.02                     2757                     6.046650779002465E-4
0.02                     2758                     6.048181291875981E-4
0.02                     2759                     6.049711554733996E-4
0.02                     2760                     6.051241567576519E-4
0.02                     2761                     6.052771330403532E-4
0.02                     2762                     6.054300843215048E-4
0.02                     2763                     6.055830106011065E-4
0.02                     2764                     6.057359118791582E-4
0.02                     2765                     6.058887881556604E-4
0.02                     2766                     6.060416394306123E-4
0.02                     2767                     6.061944657040147E-4
0.02                     2768                     6.063472669758665E-4
0.02                     2769                     6.065000432461689E-4
0.02                     2770                     6.066527945149218E-4
0.02                     2771                     6.068055207821233E-4
0.02                     2772                     6.06958222047776E-4
0.02                     2773                     6.071108983118783E-4
0.02                     2774                     6.072635495744319E-4
0.02                     2775                     6.074161758354336E-4
0.02                     2776                     6.075687770948858E-4
0.02                     2777                     6.077213533527888E-4
0.02                     2778                     6.078739046091413E-4
0.02                     2779                     6.080264308639438E-4
0.02                     2780                     6.081789321171957E-4
0.02                     2781                     6.083314083688987E-4
0.02                     2782                     6.084838596190517E-4
0.02                     2783                     6.086362858676547E-4
0.02                     2784                     6.087886871147081E-4
0.02                     2785                     6.089410633602112E-4
0.02                     2786                     6.090934146041635E-4
0.02                     2787                     6.092457408465675E-4
0.02                     2788                     6.093980420874211E-4
0.02                     2789                     6.095503183267239E-4
0.02                     2790                     6.097025695644766E-4
0.02                     2791                     6.098547958006802E-4
0.02                     2792                     6.100069970353336E-4
0.02                     2793                     6.101591732684364E-4
0.02                     2794                     6.103113244999906E-4
0.02                     2795                     6.104634507299939E-4
0.02                     2796                     6.106155519584476E-4
0.02                     2797                     6.107676281853506E-4
0.02                     2798                     6.109196794107055E-4
0.02                     2799                     6.110717056345083E-4
0.02                     2800                     6.112237068567616E-4
0.02                     2801                     6.113756830774663E-4
0.02                     2802                     6.115276342966195E-4
0.02                     2803                     6.116795605142242E-4
0.02                     2804                     6.118314617302775E-4
0.02                     2805                     6.119833379447813E-4
0.02                     2806                     6.121351891577361E-4
0.02                     2807                     6.122870153691399E-4
0.02                     2808                     6.124388165789944E-4
0.02                     2809                     6.125905927872973E-4
0.02                     2810                     6.127423439940527E-4
0.02                     2811                     6.128940701992572E-4
0.02                     2812                     6.130457714029114E-4
0.02                     2813                     6.131974476050159E-4
0.02                     2814                     6.133490988055706E-4
0.02                     2815                     6.135007250045749E-4
0.02                     2816                     6.136523262020295E-4
0.02                     2817                     6.138039023979333E-4
0.02                     2818                     6.139554535922887E-4
0.02                     2819                     6.141069797850926E-4
0.02                     2820                     6.142584809763478E-4
0.02                     2821                     6.144099571660526E-4
0.02                     2822                     6.145614083542072E-4
0.02                     2823                     6.147128345408128E-4
0.02                     2824                     6.148642357258677E-4
0.02                     2825                     6.150156119093727E-4
0.02                     2826                     6.151669630913278E-4
0.02                     2827                     6.153182892717324E-4
0.02                     2828                     6.154695904505878E-4
0.02                     2829                     6.15620866627894E-4
0.02                     2830                     6.157721178036485E-4
0.02                     2831                     6.159233439778543E-4
0.02                     2832                     6.160745451505097E-4
0.02                     2833                     6.162257213216147E-4
0.02                     2834                     6.163768724911709E-4
0.02                     2835                     6.165279986591757E-4
0.02                     2836                     6.166790998256309E-4
0.02                     2837                     6.168301759905379E-4
0.02                     2838                     6.169812271538923E-4
0.02                     2839                     6.171322533156988E-4
0.02                     2840                     6.172832544759546E-4
0.02                     2841                     6.174342306346601E-4
0.02                     2842                     6.175851817918156E-4
0.02                     2843                     6.177361079474222E-4
0.02                     2844                     6.178870091014782E-4
0.02                     2845                     6.180378852539833E-4
0.02                     2846                     6.181887364049397E-4
0.02                     2847                     6.183395625543467E-4
0.02                     2848                     6.184903637022023E-4
0.02                     2849                     6.186411398485091E-4
0.02                     2850                     6.187918909932649E-4
0.02                     2851                     6.189426171364711E-4
0.02                     2852                     6.19093318278128E-4
0.02                     2853                     6.192439944182344E-4
0.02                     2854                     6.193946455567911E-4
0.02                     2855                     6.195452716937972E-4
0.02                     2856                     6.196958728292537E-4
0.02                     2857                     6.198464489631602E-4
0.02                     2858                     6.199970000955172E-4
0.02                     2859                     6.201475262263237E-4
0.02                     2860                     6.202980273555807E-4
0.02                     2861                     6.204485034832878E-4
0.02                     2862                     6.205989546094448E-4
0.02                     2863                     6.207493807340517E-4
0.02                     2864                     6.208997818571088E-4
0.02                     2865                     6.210501579786153E-4
0.02                     2866                     6.212005090985722E-4
0.02                     2867                     6.213508352169796E-4
0.02                     2868                     6.21501136333837E-4
0.02                     2869                     6.216514124491444E-4
0.02                     2870                     6.21801663562902E-4
0.02                     2871                     6.219518896751089E-4
0.02                     2872                     6.221020907857663E-4
