% Model:              NP_reactive_flow_Different_injection_TCE_in_Low_Permeable.mph
% Version:            COMSOL 5.2.0.166
% Date:               Jun 15 2020, 10:03
% Table:              Table 61 - NP_retention_mass_lowPM (np_retention_mass_lowPM)
% Q_inject_design        t (s)                    np_retention_mass_lowPM (mol/m)
0.02                     665                      1.9605089998271278E-4
0.02                     666                      1.9634978132547417E-4
0.02                     667                      1.9664834990535353E-4
0.02                     668                      1.9694660572235106E-4
0.02                     669                      1.9724454877646712E-4
0.02                     670                      1.9754217906770103E-4
0.02                     671                      1.9783949659605304E-4
0.02                     672                      1.9813650136152357E-4
0.02                     673                      1.9843319336411208E-4
0.02                     674                      1.98729572603819E-4
0.02                     675                      1.990256390806439E-4
0.02                     676                      1.9932139279458692E-4
0.02                     677                      1.9961683374564832E-4
0.02                     678                      1.9991196193382772E-4
0.02                     679                      2.0020677735912558E-4
0.02                     680                      2.005012800215414E-4
0.02                     681                      2.0079546992107558E-4
0.02                     682                      2.0108934705772766E-4
0.02                     683                      2.0138291143149815E-4
0.02                     684                      2.0167616304238696E-4
0.02                     685                      2.0196910189039361E-4
0.02                     686                      2.0226172797551865E-4
0.02                     687                      2.0255404129776173E-4
0.02                     688                      2.0284604185712325E-4
0.02                     689                      2.0313772965360264E-4
0.02                     690                      2.0342910468720046E-4
0.02                     691                      2.0372016695791652E-4
0.02                     692                      2.040109164657507E-4
0.02                     693                      2.0430135321070292E-4
0.02                     694                      2.0459144230528336E-4
0.02                     695                      2.048805869952842E-4
0.02                     696                      2.05169378553353E-4
0.02                     697                      2.054578169794899E-4
0.02                     698                      2.0574590227369488E-4
0.02                     699                      2.0603363443596784E-4
0.02                     700                      2.0632101346630902E-4
0.02                     701                      2.0660803936471816E-4
0.02                     702                      2.0689471213119508E-4
0.02                     703                      2.071810317657403E-4
0.02                     704                      2.0746699826835327E-4
0.02                     705                      2.077526116390348E-4
0.02                     706                      2.0803787187778378E-4
0.02                     707                      2.0832277898460107E-4
0.02                     708                      2.086073329594864E-4
0.02                     709                      2.0889153380243965E-4
0.02                     710                      2.091753815134611E-4
0.02                     711                      2.094588760925506E-4
0.02                     712                      2.0974201753970825E-4
0.02                     713                      2.1002480585493363E-4
0.02                     714                      2.1030724103822724E-4
0.02                     715                      2.1058932308958895E-4
0.02                     716                      2.1087105200901863E-4
0.02                     717                      2.1115242779651622E-4
0.02                     718                      2.1143345045208196E-4
0.02                     719                      2.1171411997571561E-4
0.02                     720                      2.1199443636741731E-4
0.02                     721                      2.1227439962718723E-4
0.02                     722                      2.1255400975502507E-4
0.02                     723                      2.128332667509308E-4
0.02                     724                      2.1311217061490507E-4
0.02                     725                      2.133907213469468E-4
0.02                     726                      2.1366907112882708E-4
0.02                     727                      2.1394803798227357E-4
0.02                     728                      2.1422671932860333E-4
0.02                     729                      2.145051151678157E-4
0.02                     730                      2.1478322549991103E-4
0.02                     731                      2.1506105032488915E-4
0.02                     732                      2.1533858964275002E-4
0.02                     733                      2.1561584345349412E-4
0.02                     734                      2.1589281175712075E-4
0.02                     735                      2.1616949455363025E-4
0.02                     736                      2.1644589184302261E-4
0.02                     737                      2.1672200362529793E-4
0.02                     738                      2.169978299004561E-4
0.02                     739                      2.1727337066849699E-4
0.02                     740                      2.1754862592942084E-4
0.02                     741                      2.1782359568322748E-4
0.02                     742                      2.1809827992991674E-4
0.02                     743                      2.183726786694892E-4
0.02                     744                      2.186467919019443E-4
0.02                     745                      2.1892061962728248E-4
0.02                     746                      2.1919416184550326E-4
0.02                     747                      2.1946741855660682E-4
0.02                     748                      2.1974038976059335E-4
0.02                     749                      2.2001307545746305E-4
0.02                     750                      2.2028547564721505E-4
0.02                     751                      2.2055759032985032E-4
0.02                     752                      2.2082941950536824E-4
0.02                     753                      2.211009631737692E-4
0.02                     754                      2.2137222133505283E-4
0.02                     755                      2.2164319398921946E-4
0.02                     756                      2.2191388113626884E-4
0.02                     757                      2.2218428277620084E-4
0.02                     758                      2.224545130099702E-4
0.02                     759                      2.2272486603093446E-4
0.02                     760                      2.2299496485671553E-4
0.02                     761                      2.23264809487313E-4
0.02                     762                      2.2353439992272716E-4
0.02                     763                      2.23803736162958E-4
0.02                     764                      2.2407281820800544E-4
0.02                     765                      2.2434164605786958E-4
0.02                     766                      2.2461021971255038E-4
0.02                     767                      2.2487853917204758E-4
0.02                     768                      2.2514660443636176E-4
0.02                     769                      2.2541441550549238E-4
0.02                     770                      2.256819723794396E-4
0.02                     771                      2.2594927505820337E-4
0.02                     772                      2.262163235417842E-4
0.02                     773                      2.264831178301813E-4
0.02                     774                      2.2674965792339496E-4
0.02                     775                      2.2701594382142548E-4
0.02                     776                      2.2728197552427268E-4
0.02                     777                      2.2754775303193627E-4
0.02                     778                      2.2781327634441658E-4
0.02                     779                      2.280785454617136E-4
0.02                     780                      2.2834356038382728E-4
0.02                     781                      2.286083211107577E-4
0.02                     782                      2.2887282764250447E-4
0.02                     783                      2.2913707997906794E-4
0.02                     784                      2.2940107812044832E-4
0.02                     785                      2.2966482206664498E-4
0.02                     786                      2.2992831181765846E-4
0.02                     787                      2.3019154737348847E-4
0.02                     788                      2.3045452873413514E-4
0.02                     789                      2.3071725589959852E-4
0.02                     790                      2.3097992949770013E-4
0.02                     791                      2.3124281516175618E-4
0.02                     792                      2.3150548639758422E-4
0.02                     793                      2.317679432051846E-4
0.02                     794                      2.3203018558455666E-4
0.02                     795                      2.3229221353570127E-4
0.02                     796                      2.32554027058618E-4
0.02                     797                      2.3281562615330652E-4
0.02                     798                      2.3307701081976706E-4
0.02                     799                      2.3333818105800017E-4
0.02                     800                      2.335991368680052E-4
0.02                     801                      2.3385987824978239E-4
0.02                     802                      2.341204052033315E-4
0.02                     803                      2.3438071772865273E-4
0.02                     804                      2.3464081582574647E-4
0.02                     805                      2.3490069949461185E-4
0.02                     806                      2.3516036873524968E-4
0.02                     807                      2.3541982354765935E-4
0.02                     808                      2.3567906393184138E-4
0.02                     809                      2.359380898877955E-4
0.02                     810                      2.361969014155217E-4
0.02                     811                      2.364554985150199E-4
0.02                     812                      2.367138811862904E-4
0.02                     813                      2.369720494293328E-4
0.02                     814                      2.3723000324414758E-4
0.02                     815                      2.3748774263073402E-4
0.02                     816                      2.3774526758909314E-4
0.02                     817                      2.3800257811922406E-4
0.02                     818                      2.382596742211271E-4
0.02                     819                      2.3851655589480242E-4
0.02                     820                      2.3877322314024962E-4
0.02                     821                      2.390296759574689E-4
0.02                     822                      2.392860307815081E-4
0.02                     823                      2.395423588598739E-4
0.02                     824                      2.3979849055181908E-4
0.02                     825                      2.4005442585734414E-4
0.02                     826                      2.403101647764487E-4
0.02                     827                      2.4056570730913285E-4
0.02                     828                      2.4082105345539688E-4
0.02                     829                      2.410762032152399E-4
0.02                     830                      2.4133115658866316E-4
0.02                     831                      2.4158591357566553E-4
0.02                     832                      2.4184047417624788E-4
0.02                     833                      2.420948383904097E-4
0.02                     834                      2.4234900621815115E-4
0.02                     835                      2.4260297765947244E-4
0.02                     836                      2.42856752714373E-4
0.02                     837                      2.4311033138285323E-4
0.02                     838                      2.4336371366491316E-4
0.02                     839                      2.436168995605526E-4
0.02                     840                      2.4386988906977176E-4
0.02                     841                      2.4412268219257033E-4
0.02                     842                      2.4437527892894875E-4
0.02                     843                      2.4462767927890675E-4
0.02                     844                      2.448798832424444E-4
0.02                     845                      2.4513189081956145E-4
0.02                     846                      2.4538370201025836E-4
0.02                     847                      2.456353168145346E-4
0.02                     848                      2.4588673523239077E-4
0.02                     849                      2.4613795726382626E-4
0.02                     850                      2.4638898290884145E-4
0.02                     851                      2.4663981216743654E-4
0.02                     852                      2.468904450396108E-4
0.02                     853                      2.471408815253648E-4
0.02                     854                      2.473916057681611E-4
0.02                     855                      2.476426918009674E-4
0.02                     856                      2.4789364296795596E-4
0.02                     857                      2.4814445926912685E-4
0.02                     858                      2.4839514070448007E-4
0.02                     859                      2.486456872740154E-4
0.02                     860                      2.488960989777327E-4
0.02                     861                      2.491463758156324E-4
0.02                     862                      2.4939651778771416E-4
0.02                     863                      2.496465248939783E-4
0.02                     864                      2.498963971344248E-4
0.02                     865                      2.50146134509053E-4
0.02                     866                      2.503957370178637E-4
0.02                     867                      2.5064520466085686E-4
0.02                     868                      2.508945374380319E-4
0.02                     869                      2.5114373534938924E-4
0.02                     870                      2.513927983949288E-4
0.02                     871                      2.5164172657465085E-4
0.02                     872                      2.5189051988855457E-4
0.02                     873                      2.521391783366408E-4
0.02                     874                      2.523877019189093E-4
0.02                     875                      2.5263609063535966E-4
0.02                     876                      2.528843444859928E-4
0.02                     877                      2.5313246347080805E-4
0.02                     878                      2.5338044758980516E-4
0.02                     879                      2.5362829684298454E-4
0.02                     880                      2.5387601123034634E-4
0.02                     881                      2.541235907518903E-4
0.02                     882                      2.543710354076165E-4
0.02                     883                      2.5461834519752494E-4
0.02                     884                      2.5486552012161506E-4
0.02                     885                      2.551125601798879E-4
0.02                     886                      2.553594653723428E-4
0.02                     887                      2.556062356989801E-4
0.02                     888                      2.5585287115979956E-4
0.02                     889                      2.5609937175480123E-4
0.02                     890                      2.563457374839849E-4
0.02                     891                      2.565919683473513E-4
0.02                     892                      2.568380643448991E-4
0.02                     893                      2.570840254766298E-4
0.02                     894                      2.573298517425424E-4
0.02                     895                      2.575755431426373E-4
0.02                     896                      2.578210996769145E-4
0.02                     897                      2.580665213453738E-4
0.02                     898                      2.5831180814801547E-4
0.02                     899                      2.5855696008483906E-4
0.02                     900                      2.5880197715584497E-4
0.02                     901                      2.5904685936103294E-4
0.02                     902                      2.592916067004032E-4
0.02                     903                      2.5953621917395594E-4
0.02                     904                      2.597806967816912E-4
0.02                     905                      2.600250395236079E-4
0.02                     906                      2.60269247399707E-4
0.02                     907                      2.6051332040998867E-4
0.02                     908                      2.607572585544524E-4
0.02                     909                      2.6100106183309807E-4
0.02                     910                      2.612447302459259E-4
0.02                     911                      2.614882637929362E-4
0.02                     912                      2.617316624741289E-4
0.02                     913                      2.619749262895035E-4
0.02                     914                      2.6221805523906033E-4
0.02                     915                      2.624610493227994E-4
0.02                     916                      2.627039085407208E-4
0.02                     917                      2.6294663289282437E-4
0.02                     918                      2.6318911145116713E-4
0.02                     919                      2.634313932770931E-4
0.02                     920                      2.6367353501242355E-4
0.02                     921                      2.6391553665715766E-4
0.02                     922                      2.6415739821129613E-4
0.02                     923                      2.643991196748393E-4
0.02                     924                      2.64640701047786E-4
0.02                     925                      2.648821423301374E-4
0.02                     926                      2.6512344352189237E-4
0.02                     927                      2.653646046230522E-4
0.02                     928                      2.656056256336159E-4
0.02                     929                      2.6584650655358383E-4
0.02                     930                      2.6608724738295595E-4
0.02                     931                      2.6632784812173236E-4
0.02                     932                      2.6656830876991275E-4
0.02                     933                      2.668086293274979E-4
0.02                     934                      2.6704880979448677E-4
0.02                     935                      2.6728885017087995E-4
0.02                     936                      2.6752875045667744E-4
0.02                     937                      2.677685106518791E-4
0.02                     938                      2.6800813075648477E-4
0.02                     939                      2.68247610770495E-4
0.02                     940                      2.6848695069390903E-4
0.02                     941                      2.687261505267274E-4
0.02                     942                      2.6896521026895033E-4
0.02                     943                      2.692041299205772E-4
0.02                     944                      2.6944290948160813E-4
0.02                     945                      2.6968154895204346E-4
0.02                     946                      2.6992004833188314E-4
0.02                     947                      2.7015840762112685E-4
0.02                     948                      2.7039662681977485E-4
0.02                     949                      2.706347059278265E-4
0.02                     950                      2.708726449452829E-4
0.02                     951                      2.711104438721435E-4
0.02                     952                      2.713481027084082E-4
0.02                     953                      2.715856214540773E-4
0.02                     954                      2.718230001091502E-4
0.02                     955                      2.720602386736277E-4
0.02                     956                      2.722973371475092E-4
0.02                     957                      2.725342955307953E-4
0.02                     958                      2.7277111382348487E-4
0.02                     959                      2.7300779202557893E-4
0.02                     960                      2.732443301370776E-4
0.02                     961                      2.734807281579804E-4
0.02                     962                      2.737169860882869E-4
0.02                     963                      2.73953103927998E-4
0.02                     964                      2.741890816771135E-4
0.02                     965                      2.744249193356327E-4
0.02                     966                      2.746606169035561E-4
0.02                     967                      2.748961743808841E-4
0.02                     968                      2.7513159176761616E-4
0.02                     969                      2.7536686906375226E-4
0.02                     970                      2.756020062692931E-4
0.02                     971                      2.758370033842372E-4
0.02                     972                      2.760718604085863E-4
0.02                     973                      2.7630657734233934E-4
0.02                     974                      2.7654115418549667E-4
0.02                     975                      2.767755909380579E-4
0.02                     976                      2.770098876000238E-4
0.02                     977                      2.7724404417139403E-4
0.02                     978                      2.774780606521677E-4
0.02                     979                      2.7771193704234626E-4
0.02                     980                      2.779456733419287E-4
0.02                     981                      2.7817926955091564E-4
0.02                     982                      2.7841330231832904E-4
0.02                     983                      2.7864733178075454E-4
0.02                     984                      2.7888124261260896E-4
0.02                     985                      2.7911503481389257E-4
0.02                     986                      2.793487083846051E-4
0.02                     987                      2.7958226332474694E-4
0.02                     988                      2.798156996343178E-4
0.02                     989                      2.800490173133173E-4
0.02                     990                      2.8028221636174576E-4
0.02                     991                      2.8051529677960367E-4
0.02                     992                      2.8074825856688995E-4
0.02                     993                      2.809811017236057E-4
0.02                     994                      2.812138262497507E-4
0.02                     995                      2.8144643214532406E-4
0.02                     996                      2.816789194103268E-4
0.02                     997                      2.8191128804475843E-4
0.02                     998                      2.821435380486189E-4
0.02                     999                      2.823756694219084E-4
0.02                     1000                     2.826076821646273E-4
0.02                     1001                     2.828395762767752E-4
0.02                     1002                     2.830713517583517E-4
0.02                     1003                     2.8330300860935715E-4
0.02                     1004                     2.8353454682979184E-4
0.02                     1005                     2.8376596641965546E-4
0.02                     1006                     2.8399726737894843E-4
0.02                     1007                     2.8422844970767006E-4
0.02                     1008                     2.8445951340582033E-4
0.02                     1009                     2.846904584734002E-4
0.02                     1010                     2.849212849104088E-4
0.02                     1011                     2.8515199271684653E-4
0.02                     1012                     2.853825818927131E-4
0.02                     1013                     2.856130524380087E-4
0.02                     1014                     2.8584340435273313E-4
0.02                     1015                     2.860736376368871E-4
0.02                     1016                     2.863037522904696E-4
0.02                     1017                     2.8653374831348133E-4
0.02                     1018                     2.8676362570592185E-4
0.02                     1019                     2.869933844677919E-4
0.02                     1020                     2.872230245990906E-4
0.02                     1021                     2.8745254609981814E-4
0.02                     1022                     2.8768194896997484E-4
0.02                     1023                     2.8791123320956046E-4
0.02                     1024                     2.881403988185753E-4
0.02                     1025                     2.8836944579701884E-4
0.02                     1026                     2.885983741448915E-4
0.02                     1027                     2.8882718386219323E-4
0.02                     1028                     2.8905587494892384E-4
0.02                     1029                     2.892844474050839E-4
0.02                     1030                     2.895129012306723E-4
0.02                     1031                     2.8974123642569E-4
0.02                     1032                     2.899694529901369E-4
0.02                     1033                     2.9019755092401215E-4
0.02                     1034                     2.9042553022731694E-4
0.02                     1035                     2.906533909000509E-4
0.02                     1036                     2.9088113294221344E-4
0.02                     1037                     2.911087563538052E-4
0.02                     1038                     2.9133626113482595E-4
0.02                     1039                     2.9156364728527583E-4
0.02                     1040                     2.917909148051543E-4
0.02                     1041                     2.9201806369446204E-4
0.02                     1042                     2.922450939531986E-4
0.02                     1043                     2.924720055813642E-4
0.02                     1044                     2.9269879857895934E-4
0.02                     1045                     2.9292547417848617E-4
0.02                     1046                     2.9315235507599625E-4
0.02                     1047                     2.9337912737335055E-4
0.02                     1048                     2.936057910705495E-4
0.02                     1049                     2.9383234616759313E-4
0.02                     1050                     2.9405879266448096E-4
0.02                     1051                     2.942851305612139E-4
0.02                     1052                     2.945113598577904E-4
0.02                     1053                     2.947374805542123E-4
0.02                     1054                     2.9496349265047817E-4
0.02                     1055                     2.95189396146589E-4
0.02                     1056                     2.9541519104254413E-4
0.02                     1057                     2.956408773383438E-4
0.02                     1058                     2.9586645503398775E-4
0.02                     1059                     2.960919241294763E-4
0.02                     1060                     2.9631728462480944E-4
0.02                     1061                     2.96542536519987E-4
0.02                     1062                     2.9676767981500927E-4
0.02                     1063                     2.96992714509876E-4
0.02                     1064                     2.9721764060458697E-4
0.02                     1065                     2.9744245809914323E-4
0.02                     1066                     2.976671669935428E-4
0.02                     1067                     2.9789176728778756E-4
0.02                     1068                     2.981162589818773E-4
0.02                     1069                     2.9834064207581083E-4
0.02                     1070                     2.9856491656958935E-4
0.02                     1071                     2.987890824632121E-4
0.02                     1072                     2.990131397566792E-4
0.02                     1073                     2.992370884499912E-4
0.02                     1074                     2.994609285431473E-4
0.02                     1075                     2.996846600361483E-4
0.02                     1076                     2.999082829289934E-4
0.02                     1077                     3.0013179722168356E-4
0.02                     1078                     3.0035520291421785E-4
0.02                     1079                     3.00578500006597E-4
0.02                     1080                     3.008016884988201E-4
0.02                     1081                     3.010247683908882E-4
0.02                     1082                     3.0124773968280056E-4
0.02                     1083                     3.014706023745571E-4
0.02                     1084                     3.016933564661589E-4
0.02                     1085                     3.019160019576048E-4
0.02                     1086                     3.021385388488957E-4
0.02                     1087                     3.023609671400308E-4
0.02                     1088                     3.0258328683101016E-4
0.02                     1089                     3.028054979218342E-4
0.02                     1090                     3.0302760041250274E-4
0.02                     1091                     3.032495943030158E-4
0.02                     1092                     3.0347147959337346E-4
0.02                     1093                     3.0369325628357537E-4
0.02                     1094                     3.039149243736221E-4
0.02                     1095                     3.0413648386351316E-4
0.02                     1096                     3.04357934753249E-4
0.02                     1097                     3.045792770428289E-4
0.02                     1098                     3.048005107322536E-4
0.02                     1099                     3.050216358215229E-4
0.02                     1100                     3.052426523106366E-4
0.02                     1101                     3.054635601995949E-4
0.02                     1102                     3.0568435948839735E-4
0.02                     1103                     3.059050501770448E-4
0.02                     1104                     3.0612563226553656E-4
0.02                     1105                     3.06346105753873E-4
0.02                     1106                     3.065664706420535E-4
0.02                     1107                     3.067867269300789E-4
0.02                     1108                     3.0700687461794867E-4
0.02                     1109                     3.07227160548019E-4
0.02                     1110                     3.074485149799518E-4
0.02                     1111                     3.076698045041469E-4
0.02                     1112                     3.0789102912060504E-4
0.02                     1113                     3.0811218882932526E-4
0.02                     1114                     3.083332836303081E-4
0.02                     1115                     3.085543135235533E-4
0.02                     1116                     3.0877527850906153E-4
0.02                     1117                     3.089961785868316E-4
0.02                     1118                     3.092170137568647E-4
0.02                     1119                     3.094377840191602E-4
0.02                     1120                     3.0965848937371796E-4
0.02                     1121                     3.098791298205386E-4
0.02                     1122                     3.100997053596215E-4
0.02                     1123                     3.103202159909672E-4
0.02                     1124                     3.1054066171457527E-4
0.02                     1125                     3.1076104253044575E-4
0.02                     1126                     3.1098135843857894E-4
0.02                     1127                     3.1120160943897443E-4
0.02                     1128                     3.1142179553163274E-4
0.02                     1129                     3.116419167165531E-4
0.02                     1130                     3.1186197299373634E-4
0.02                     1131                     3.1208196436318216E-4
0.02                     1132                     3.123018908248906E-4
0.02                     1133                     3.125217523788612E-4
0.02                     1134                     3.1274154902509433E-4
0.02                     1135                     3.1296128076359006E-4
0.02                     1136                     3.131809475943482E-4
0.02                     1137                     3.1340054951736935E-4
0.02                     1138                     3.1362008653265227E-4
0.02                     1139                     3.1383955864019834E-4
0.02                     1140                     3.140589658400067E-4
0.02                     1141                     3.1427830813207777E-4
0.02                     1142                     3.14497585516411E-4
0.02                     1143                     3.147167979930069E-4
0.02                     1144                     3.1493594556186515E-4
0.02                     1145                     3.1515502822298635E-4
0.02                     1146                     3.153740459763696E-4
0.02                     1147                     3.155929988220155E-4
0.02                     1148                     3.158118867599239E-4
0.02                     1149                     3.160307097900951E-4
0.02                     1150                     3.162494679125286E-4
0.02                     1151                     3.16468161127225E-4
0.02                     1152                     3.1668678943418317E-4
0.02                     1153                     3.169053528334045E-4
0.02                     1154                     3.171238513248881E-4
0.02                     1155                     3.1734228490863447E-4
0.02                     1156                     3.1756065358464294E-4
0.02                     1157                     3.177789573529139E-4
0.02                     1158                     3.1799719621344803E-4
0.02                     1159                     3.182153701662439E-4
0.02                     1160                     3.184334792113028E-4
0.02                     1161                     3.1865152334862386E-4
0.02                     1162                     3.188695025782077E-4
0.02                     1163                     3.1908741690005356E-4
0.02                     1164                     3.193052663141627E-4
0.02                     1165                     3.195230508205337E-4
0.02                     1166                     3.197407704191678E-4
0.02                     1167                     3.199584251100643E-4
0.02                     1168                     3.2017601489322286E-4
0.02                     1169                     3.203935397686444E-4
0.02                     1170                     3.2061099973632826E-4
0.02                     1171                     3.2082839479627466E-4
0.02                     1172                     3.2104572494848384E-4
0.02                     1173                     3.212629901929551E-4
0.02                     1174                     3.2148019052968943E-4
0.02                     1175                     3.2169732595868563E-4
0.02                     1176                     3.2191439647994444E-4
0.02                     1177                     3.221314020934662E-4
0.02                     1178                     3.2234834279925E-4
0.02                     1179                     3.22565218597297E-4
0.02                     1180                     3.227820294876059E-4
0.02                     1181                     3.2299877547017745E-4
0.02                     1182                     3.232154565450116E-4
0.02                     1183                     3.234320727121084E-4
0.02                     1184                     3.2364862397146754E-4
0.02                     1185                     3.2386511032308926E-4
0.02                     1186                     3.240815317669734E-4
0.02                     1187                     3.2429788830311995E-4
0.02                     1188                     3.245141799315291E-4
0.02                     1189                     3.247304066522009E-4
0.02                     1190                     3.249465684651353E-4
0.02                     1191                     3.251626653703322E-4
0.02                     1192                     3.253786973677912E-4
0.02                     1193                     3.2559466445751306E-4
0.02                     1194                     3.2581056663949786E-4
0.02                     1195                     3.2602640391374456E-4
0.02                     1196                     3.2624217628025366E-4
0.02                     1197                     3.2645788373902596E-4
0.02                     1198                     3.2667352629006E-4
0.02                     1199                     3.2688910393335695E-4
0.02                     1200                     3.271046166689164E-4
0.02                     1201                     3.2732006449673844E-4
0.02                     1202                     3.275354474168231E-4
0.02                     1203                     3.2775076542917E-4
0.02                     1204                     3.279660185337796E-4
0.02                     1205                     3.28181206730652E-4
0.02                     1206                     3.283963300197864E-4
0.02                     1207                     3.286113884011833E-4
0.02                     1208                     3.288263818748431E-4
0.02                     1209                     3.290413104407651E-4
0.02                     1210                     3.2925617409894966E-4
0.02                     1211                     3.294709728493969E-4
0.02                     1212                     3.2968570669210704E-4
0.02                     1213                     3.2990037562707875E-4
0.02                     1214                     3.301149796543137E-4
0.02                     1215                     3.303295187738107E-4
0.02                     1216                     3.305439929855706E-4
0.02                     1217                     3.307584022895928E-4
0.02                     1218                     3.3097274668587775E-4
0.02                     1219                     3.3118702617442465E-4
0.02                     1220                     3.3140124075523513E-4
0.02                     1221                     3.3161539042830715E-4
0.02                     1222                     3.31829475193642E-4
0.02                     1223                     3.3204349505123944E-4
0.02                     1224                     3.3225745000109935E-4
0.02                     1225                     3.324713400432218E-4
0.02                     1226                     3.3268516517760693E-4
0.02                     1227                     3.328989254042541E-4
0.02                     1228                     3.331126207231644E-4
0.02                     1229                     3.3332625113433663E-4
0.02                     1230                     3.335398166377716E-4
0.02                     1231                     3.337533172334691E-4
0.02                     1232                     3.33966752921429E-4
0.02                     1233                     3.3418012370165184E-4
0.02                     1234                     3.343934295741368E-4
0.02                     1235                     3.346066705388846E-4
0.02                     1236                     3.3481984659589455E-4
0.02                     1237                     3.350325737538167E-4
0.02                     1238                     3.352448755213366E-4
0.02                     1239                     3.3545710090104376E-4
0.02                     1240                     3.356692498929375E-4
0.02                     1241                     3.3588132249701787E-4
0.02                     1242                     3.3609331871328567E-4
0.02                     1243                     3.3630523854174014E-4
0.02                     1244                     3.365170819823809E-4
0.02                     1245                     3.3672884903520884E-4
0.02                     1246                     3.3694053970022384E-4
0.02                     1247                     3.3715215397742517E-4
0.02                     1248                     3.3736369186681365E-4
0.02                     1249                     3.375751533683886E-4
0.02                     1250                     3.3778653848215147E-4
0.02                     1251                     3.3799784720810015E-4
0.02                     1252                     3.38209079546236E-4
0.02                     1253                     3.3842023549655875E-4
0.02                     1254                     3.386313150590679E-4
0.02                     1255                     3.3884231823376454E-4
0.02                     1256                     3.3905324502064805E-4
0.02                     1257                     3.3926409541971763E-4
0.02                     1258                     3.394748694309749E-4
0.02                     1259                     3.3968556705441823E-4
0.02                     1260                     3.3989618829004893E-4
0.02                     1261                     3.4010673313786624E-4
0.02                     1262                     3.403172015978705E-4
0.02                     1263                     3.405275936700615E-4
0.02                     1264                     3.4073790935443965E-4
0.02                     1265                     3.409481486510043E-4
0.02                     1266                     3.411583115597556E-4
0.02                     1267                     3.4136839808069443E-4
0.02                     1268                     3.4157840821381956E-4
0.02                     1269                     3.4178834195913157E-4
0.02                     1270                     3.419981993166305E-4
0.02                     1271                     3.422079802863162E-4
0.02                     1272                     3.42417684868189E-4
0.02                     1273                     3.4262731306224846E-4
0.02                     1274                     3.4283686486849454E-4
0.02                     1275                     3.430463402869278E-4
0.02                     1276                     3.4325573931754804E-4
0.02                     1277                     3.434650619603543E-4
0.02                     1278                     3.436743082153485E-4
0.02                     1279                     3.4388347808252866E-4
0.02                     1280                     3.4409257156189644E-4
0.02                     1281                     3.4430158865345035E-4
0.02                     1282                     3.4451052935719113E-4
0.02                     1283                     3.4471939367311906E-4
0.02                     1284                     3.4492818160123393E-4
0.02                     1285                     3.451368931415354E-4
0.02                     1286                     3.4534552829402376E-4
0.02                     1287                     3.45554087058699E-4
0.02                     1288                     3.4576256943556066E-4
0.02                     1289                     3.4597097542460976E-4
0.02                     1290                     3.4617930502584525E-4
0.02                     1291                     3.463875582392681E-4
0.02                     1292                     3.4659573506487745E-4
0.02                     1293                     3.46803835502674E-4
0.02                     1294                     3.4701185955265663E-4
